sampling_platform,yr,primary_reader,haul_date,month,rounded_latitude,n_or_s_of_34_44,season,visual_maturity_code,weight_kg,length_cm,age,certainty ,o_1,o_2,o_3,o_4_1,o_4_2,o_5,o_6,o_7,o_8,o_9,highest_matstage,biological_maturity,prop_atresia,functional_maturity,spent,batch_spent,spawning,pofs_present,histology_notes,data_notes
WCGBT,2014,MH,6/13/2014,6,43,N,summer,NA,1.22,59,NA,1,Y,Y,Y,Y,Y,N,N,N,N,Y,6,1,0.25,1,0,0,1,1,"Small batch spawning event, POFs and stage 9s present. A lot of larger atretic oocytes.",
WCGBT,2014,MH,6/6/2014,6,46,N,summer,NA,1.44,59,NA,1,Y,Y,Y,Y,Y,Y,N,N,Y,Y,6,1,0.2,1,0,0,1,1,Batch spawning event. Several stage 8 and 9s and several POFs. Some hydrated atresia present,
WCGBT,2014,MH,6/22/2014,6,40,N,summer,NA,1.34,59,NA,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.05,1,1,1,0,0,,
Acoustics,2013,MH,8/7/2013,8,47,N,summer,4,1.116,59,14,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.15,1,0,1,0,1,"A few POFs present, hydrated atresia present, most oocytes are stage 3.",
WCGBT,2015,MH,7/6/2015,7,35,N,summer,NA,1.14,59,NA,1,Y,Y,Y,Y,Y,Y,N,N,N,N,7,1,0.05,1,0,1,0,1,,
Acoustics,2015,MH,9/8/2015,9,52,N,fall,2,1.42,59,12,1,Y,Y,Y,Y,Y,Y,Y,N,N,Y,7,1,0.02,1,0,1,0,1,"residuals, small batch spent, hydrated atresia, possibly aborted most of batch, marjority is stage 5",
WCGBT,2009,MH,6/10/2009,6,45,N,summer,NA,1.38,59,10,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.75,1,0,0,0,0,"this fish aborted a large batch of oocytes recently, but new developing oocytes look healthy",
WCGBT,2015,MH,6/21/2015,6,40,N,summer,NA,1.48,59,NA,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.4,1,0,0,0,1,"2 POFs present, a lot of older atresia as well",
WCGBT,2015,MH,6/25/2015,6,39,N,summer,NA,1.24,59,NA,1,Y,Y,Y,Y,N,Y,Y,N,N,N,5,1,0.15,1,0,0,0,1,"At least 2 POFs, a couple of stage 5 and 6 oocytes present",
WCGBT,2012,MH,8/24/2012,8,47,N,summer,NA,1.4,59,7,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.1,1,0,0,0,0,,
WCGBT,2015,MH,6/20/2015,6,41,N,summer,NA,1.14,59,NA,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.1,1,0,0,0,0,some hydrated oocytes leftover,
WCGBT,2009,MH,7/9/2009,7,36,N,summer,NA,1.18,59,6,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.05,1,0,0,0,1,"early vitellogenesis, one stage 9 in atresia, post spawning clean up",
WCGBT,2014,MH,10/7/2014,10,34,S,fall,NA,1.44,59,NA,1,Y,Y,Y,Y,Y,Y,Y,Y,N,N,5,1,0.02,1,0,0,0,0,,
WCGBT,2014,MH,9/8/2014,9,46,N,fall,NA,1.44,59,NA,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.02,1,0,0,0,0,,
WCGBT,2013,MH,6/26/2013,6,39,N,summer,NA,1.44,59,8,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.02,1,0,0,0,0,one large stage 9 in atresia,
Acoustics,2012,MH,8/9/2012,8,48,N,summer,2,1.42,59,8,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,,
WCGBT,2015,MH,10/5/2015,10,35,N,fall,NA,1.46,59,NA,1,Y,Y,Y,Y,Y,Y,Y,Y,N,N,5,1,0.01,1,0,0,0,0,this fish was close to spawning a large batch. ,
WCGBT,2009,MH,7/13/2009,7,35,N,summer,NA,1.4,58,10,1,Y,Y,Y,Y,N,N,N,N,N,N,9,1,0.5,0,0,0,0,0,Found a few oocytes with small amount of yolk.  A lot of atresia,
WCGBT,2009,MH,6/1/2009,6,45,N,summer,NA,0.98,58,12,1,Y,Y,Y,N,N,N,N,Y,N,N,7,1,0.75,1,1,1,0,0,"This fish appears to have aborted spawning, a few hydrated oocytes present, but in atresia, didn't find any POFs, but possible something was spawned and POFs were absorbed quickly.",
Acoustics,2015,MH,8/29/2015,8,50,N,summer,2,1.1,58,15,1,Y,Y,Y,Y,Y,Y,N,N,N,N,7,1,0.2,1,0,1,0,1,"Recent batch spent, lot of older atresia, part of a batch was aborted",
Acoustics,2012,MH,8/2/2012,8,45,N,summer,2,1.09,58,10,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.2,1,0,1,0,0,"POFs  present, some hydrated atresia, and a lot of older atresia as well. Only a few oocytes with early yolk development.",
Acoustics,2012,MH,8/1/2012,8,45,N,summer,2,1.175,58,13,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.2,1,0,1,0,1,"appears to have been a recent batch spawning event, but a lot of older atresia, possible down regulation",
Acoustics,2012,MH,8/4/2012,8,46,N,summer,2,1.18,58,16,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.1,1,0,1,0,0,residuals present from small batch spent,
WCGBT,2015,MH,5/31/2015,5,46,N,spring,NA,1.18,58,NA,1,Y,Y,Y,Y,N,N,N,N,N,Y,7,1,0.05,1,0,1,0,1,at least 2 stage 9s and 1 POF,
Acoustics,2012,MH,8/4/2012,8,46,N,summer,2,1.08,58,7,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.05,1,0,1,0,1,residuals present from small batch spent,
Acoustics,2013,MH,8/5/2013,8,46,N,summer,2,1,58,13,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.05,1,0,1,0,1,"Only a few oocyte with early yolk, but quite a few POFs present and some hydrated atresia. This fish appears to of had a recent batch spawning event.",
WCGBT,2014,MH,8/25/2014,8,47,N,summer,NA,1.36,58,NA,1,Y,Y,Y,Y,Y,Y,N,N,N,Y,7,1,0.02,1,0,1,0,1,"Several POFs present, one stage 9, and several hydrated atretic oocytes, most are in vitellogenic stage",
WCGBT,2014,MH,9/26/2014,9,37,N,fall,NA,1.54,58,NA,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,7,1,0.02,1,0,1,0,1,"A few POFs present, majority are stage 5 and 6",
Acoustics,2012,MH,8/4/2012,8,46,N,summer,4,1.09,58,13,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.02,1,0,1,0,0,Hydrated atresia present,
Acoustics,2015,MH,8/31/2015,8,51,N,summer,4,1.1,58,13,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.02,1,0,1,0,0,,
WCGBT,2013,MH,6/2/2013,6,48,N,summer,NA,1.24,58,14,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.3,1,0,0,0,0,"Early stage 4s, mass atresia present. Appears to be older atresia.",
Acoustics,2012,MH,8/4/2012,8,46,N,summer,2,1.125,58,7,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.05,1,0,0,0,0,Possible residuals,
WCGBT,2009,MH,10/23/2009,10,34,S,fall,NA,1.32,58,10,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.05,1,0,0,0,0,"Early vitellogenesis, large poritons of ovary are not in use. Only the outer edge of the ovary contains connective tissue with oocytes present",
WCGBT,2015,MH,10/15/2015,10,33,S,fall,NA,1.56,58,NA,1,Y,Y,Y,Y,Y,Y,Y,Y,N,N,5,1,0.01,1,0,0,0,0,this fish was close to a large spawning event,
WCGBT,2015,MH,9/21/2015,9,39,N,fall,NA,1.32,58,NA,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,1,"1 POF present, majority in stage 5 or 6 close to large spawninig event",
WCGBT,2015,MH,8/31/2015,8,46,N,summer,NA,1.3,58,NA,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.01,1,0,0,0,0,,
WCGBT,2009,MH,7/2/2009,7,38,N,summer,NA,1.44,57,6,1,Y,Y,Y,Y,N,N,N,N,N,N,9,1,0.5,0,0,0,0,0,A lot of atresia present.  Just a few oocytes with yolk formation. ,
WCGBT,2013,MH,6/20/2013,6,42,N,summer,NA,1.22,57,8,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.05,1,1,1,0,1,"Early stage 4s, POFs present",
Acoustics,2013,MH,6/27/2013,6,39,N,summer,2,1.18,57,8,1,Y,Y,Y,Y,N,N,N,N,N,Y,7,1,0.5,1,0,1,0,1,"batch spent, but down regulation, lots of old atresia, batch aborted",
Acoustics,2012,MH,8/9/2012,8,48,N,summer,4,0.985,57,12,1,Y,Y,Y,N,N,N,N,N,N,Y,7,1,0.3,1,0,1,0,1,"this fish most likely spawned a batch, but a large portion of the batch was left over and in atresia. Wondering if this batch was aborted or if this was just down regulation",
Acoustics,2013,MH,8/7/2013,8,47,N,summer,4,1.074,57,13,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.3,1,0,1,0,1,"This fish may have aborted most of this batch spent, lot of hydrated atresia",
Acoustics,2015,MH,9/7/2015,9,52,N,fall,2,1.13,57,14,1,Y,Y,Y,Y,Y,Y,N,N,N,N,7,1,0.1,1,0,1,0,1,"Large batch spent, partially aborted, next batch maturing larger oocytes",
Acoustics,2012,MH,8/4/2012,8,46,N,summer,4,0.96,57,8,1,Y,Y,Y,N,N,N,N,N,N,N,7,1,0.1,1,0,1,0,1,Residuals from last batch spent,
Acoustics,2015,MH,9/5/2015,9,54,N,fall,2,1.315,57,16,1,Y,Y,Y,N,N,Y,Y,N,N,N,7,1,0.02,1,0,1,0,1,"this fish spawned a large batch, partially aborted",
WCGBT,2012,MH,9/9/2012,9,44,N,fall,NA,1.14,57,7,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.02,1,0,1,0,1,Hydrated oocyte remnants,
Acoustics,2013,MH,7/8/2013,7,40,N,summer,2,1.078,57,10,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.02,1,0,1,0,0,Early yolk development,
WCGBT,2009,MH,10/8/2009,10,35,N,fall,NA,1.26,57,10,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.2,1,0,0,0,0,,
WCGBT,2009,MH,7/10/2009,7,35,N,summer,NA,1.2,57,7,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.1,1,0,0,0,0,,
WCGBT,2009,MH,9/28/2009,9,37,N,fall,NA,1.08,57,6,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.05,1,0,0,0,0,early yolk formation,
ASHOP,2013,MH,5/24/2013,5,43,N,spring,NA,1.07,57,10,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.05,1,0,0,0,0,"A few oocytes with early yolk, residual present",
Acoustics,2013,MH,8/9/2013,8,48,N,summer,2,1.454,57,8,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.02,1,0,0,0,0,,
WCGBT,2012,MH,9/17/2012,9,41,N,fall,NA,1.32,57,11,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,,
WCGBT,2013,MH,6/21/2013,6,42,N,summer,NA,1.14,57,8,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.02,1,0,0,0,0,Early stage 4s,
WCGBT,2012,MH,9/28/2012,9,37,N,fall,NA,1.5,57,9,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,Very healthy,
WCGBT,2014,MH,8/28/2014,8,48,N,summer,NA,1.56,57,NA,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,,
WCGBT,2014,MH,7/14/2014,7,34,S,summer,NA,1.46,57,NA,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,,
WCGBT,2015,MH,9/18/2015,9,41,N,fall,NA,1.12,57,NA,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,,
Acoustics,2016,MH,1/27/2016,1,36,N,winter,2,1.115,57,7,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0,1,0,0,0,0,2 Batches,
WCGBT,2014,MH,6/18/2014,6,43,N,summer,NA,1.1,56,NA,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.2,1,1,1,0,1,"portions of oocytes  in active, and in reabsorption.",
Acoustics,2015,MH,7/21/2015,7,42,N,summer,2,0.92,56,9,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.15,1,1,1,0,1,"Post spawning residuals, but maturing oocytes already present",
WCGBT,2014,MH,5/29/2014,5,46,N,spring,NA,1.04,56,NA,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.1,1,1,1,0,1,"Several POFs present, recent batch spawning event",
WCGBT,2014,MH,6/23/2014,6,39,N,summer,NA,1.26,56,NA,1,Y,Y,Y,Y,Y,Y,N,N,N,N,7,1,0.05,1,1,1,0,1,2 POFs,
WCGBT,2014,MH,9/11/2014,9,44,N,fall,NA,1.12,56,NA,1,Y,Y,Y,N,N,N,N,N,N,N,7,1,0.01,1,1,1,0,1,"Strange sample, all oocytes are very immature but about 20 POFs present. This fish spawned a small batch recently so it is immature, even if yolk was not present",
WCGBT,2012,MH,8/26/2012,8,46,N,summer,NA,0.94,56,10,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.2,1,0,1,0,1,"Stage 9 remnants from previous batch, many maturing oocytes unhealthy, most are immature.",
Acoustics,2012,MH,8/9/2012,8,48,N,summer,4,1.045,56,14,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.15,1,0,1,0,1,residuals from last batch,
WCGBT,2013,MH,8/31/2013,8,46,N,summer,NA,1.34,56,9,1,Y,Y,Y,Y,Y,Y,N,N,N,N,7,1,0.05,1,0,1,0,1,"small batch released, stage 9 remnants",
WCGBT,2012,MH,8/21/2012,8,48,N,summer,NA,1.26,56,14,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.05,1,0,1,0,1,,
Acoustics,2012,MH,8/10/2012,8,48,N,summer,2,0.865,56,11,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.05,1,0,1,0,0,Some residuals,
Acoustics,2013,MH,8/15/2013,8,48,N,summer,3,1.254,56,12,1,Y,Y,Y,Y,Y,Y,N,N,N,N,7,1,0.02,1,0,1,0,1,A couple of POFs present,
WCGBT,2015,MH,8/24/2015,8,47,N,summer,NA,1.2,56,NA,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.02,1,0,1,0,1,at least 8 POFs present,
Acoustics,2015,MH,8/29/2015,8,50,N,summer,2,0.97,56,7,1,Y,Y,Y,N,Y,Y,Y,N,N,N,7,1,0.01,1,0,1,0,1,2 POFs and a couple of hydrated atretic oocytes,
Acoustics,2012,MH,8/4/2012,8,46,N,summer,4,0.935,56,12,1,Y,Y,Y,N,N,N,N,N,N,N,8,1,0.4,1,1,0,0,0,"Marking spent, but possible this fish was aborted everything mature. Its either residuals, or skip spawning. Lots of hydrated atresia, suggesting residuals, also a lot of inactive connective tissue",
WCGBT,2012,MH,9/1/2012,9,45,N,fall,NA,1.14,56,12,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.15,1,0,0,0,0,"Possible batch spawned, not enough leftover to determine",
WCGBT,2009,MH,6/19/2009,6,42,N,summer,NA,1.16,56,6,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.1,1,0,0,0,0,,
Acoustics,2013,MH,8/16/2013,8,49,N,summer,3,1.09,56,10,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.05,1,0,0,0,0,,
WCGBT,2015,MH,10/3/2015,10,35,N,fall,NA,1.14,56,NA,1,Y,Y,Y,Y,Y,Y,Y,Y,N,N,5,1,0.04,1,0,0,0,0,"this fish was close to a large spawning event, hydrated atresia present",
WCGBT,2012,MH,10/2/2012,10,34,S,fall,NA,1.26,56,12,1,Y,Y,Y,Y,Y,Y,Y,Y,N,N,5,1,0.02,1,0,0,0,0,,
WCGBT,2014,MH,9/29/2014,9,35,N,fall,NA,1.3,56,NA,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.02,1,0,0,0,0,"thick zona radiatas, close to hydration. ",
WCGBT,2014,MH,5/27/2014,5,48,N,spring,NA,1.02,56,NA,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,"Remnants from spawning season, hydrated atresia",
Acoustics,2013,MH,7/9/2013,7,40,N,summer,4,1.058,56,8,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.02,1,0,0,0,0,"A couple of hydrated residuals, possible batch spent, but not enough leftover to be certain",
WCGBT,2014,MH,7/2/2014,7,37,N,summer,NA,1.16,56,NA,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.02,1,0,0,0,0,,
Acoustics,2015,MH,9/8/2015,9,52,N,fall,2,1.22,56,6,1,Y,Y,Y,N,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,1 hydrated atretic oocyte,
Acoustics,2012,MH,8/9/2012,8,48,N,summer,4,1.105,56,7,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.01,1,0,0,0,0,Early yolk development,
WCGBT,2009,MH,7/2/2009,7,39,N,summer,NA,1,55,6,1,Y,Y,Y,N,N,N,N,N,N,N,9,0,0.2,0,0,0,0,0,"Very few oocytes present, mainly connective tissue",
WCGBT,2009,MH,7/5/2009,7,37,N,summer,NA,1,55,13,1,Y,Y,Y,Y,N,N,N,N,N,Y,6,1,0.4,1,0,0,1,1,"This fish was spawning, stage 9s hydrated atresia and POFs present all in the center of the ovary which was cleared of any connective tissue. The outer edge of the ovary contained developing oocytes and a lot of atretic ooctyes",
Acoustics,2012,MH,8/5/2012,8,46,N,summer,2,0.88,55,12,1,Y,Y,Y,N,N,N,N,N,Y,Y,6,1,0.2,1,0,0,1,1,"Spawning a batch, several were being aborted and in atresia, maybe cleanup",
WCGBT,2009,MH,7/13/2009,7,35,N,summer,NA,0.94,55,7,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.2,1,1,1,0,1,"POFs and hydrated atresia present, the fish recently spawned a small batch",
WCGBT,2013,MH,6/11/2013,6,44,N,summer,NA,1.08,55,10,1,Y,Y,Y,Y,N,N,N,N,N,Y,7,1,0.1,1,1,1,0,1,"Hydrated atresia and a few POFs present, this fish spawned a small batch recently. One stage 9 present as well.",
WCGBT,2015,MH,5/28/2015,5,48,N,spring,NA,1.12,55,NA,1,Y,Y,Y,Y,Y,Y,N,N,N,N,7,1,0.1,1,1,1,0,1,"A lot of POFs, >20. Some hydrated atresia present as well.",
WCGBT,2015,MH,10/5/2015,10,35,N,fall,NA,0.96,55,NA,1,Y,Y,Y,Y,Y,Y,N,N,N,N,7,1,0.3,1,0,1,0,1,"Very small sample, but strangely majority of ovary is stage 5, a lot of atresia. ",
Acoustics,2013,MH,8/19/2013,8,49,N,summer,3,1.082,55,16,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.2,1,0,1,0,1,"Batch spent recently, a few POFs, a lot of older atresia, may have been down regulation",
Acoustics,2012,MH,8/4/2012,8,46,N,summer,2,1.13,55,14,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.05,1,0,1,0,1,residuals present from small batch spent,
WCGBT,2014,MH,8/29/2014,8,48,N,summer,NA,1.2,55,NA,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,7,1,0.02,1,0,1,0,1,A few recent POFs present,
WCGBT,2014,MH,10/7/2014,10,34,S,fall,NA,1.08,55,NA,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,7,1,0.02,1,0,1,0,1,"thick zona radiatas, close to hydration. A couple old POFs, one new Pof present",
WCGBT,2012,MH,10/3/2012,10,35,N,fall,NA,1.26,55,8,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,7,1,0.01,1,0,1,0,0,"Small batch spent, a few stage 9 remnants in reabsorption",
ASHOP,2013,MH,5/15/2013,5,48,N,spring,NA,0.88,55,14,1,Y,Y,Y,Y,N,N,N,N,N,N,8,1,0.2,1,1,0,0,0,"This fish is recovering from last spawn, lots of old atresia, possible downregulation",
WCGBT,2009,MH,7/24/2009,7,34,S,summer,NA,1.2,55,10,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.2,1,0,0,0,1,"Just a few oocytes with yolk.  Hydrated atresia present and a couple of POFs, leftovers",
WCGBT,2013,MH,6/2/2013,6,48,N,summer,NA,0.94,55,11,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.15,1,0,0,0,0,"Hydrated atresia present, possibly recovering from last spawn. Early stage 4s",
Acoustics,2012,MH,7/31/2012,7,45,N,summer,2,0.965,55,12,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.1,1,0,0,0,0,"Early yolk development, one large hydrated atretic oocyte",
Acoustics,2012,MH,8/9/2012,8,48,N,summer,5,1.005,55,7,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.05,1,0,0,0,1,"Hydrted atresia, and a few POFs present",
Acoustics,2012,MH,8/9/2012,8,48,N,summer,2,1.105,55,6,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.05,1,0,0,0,0,,
WCGBT,2014,MH,5/29/2014,5,46,N,spring,NA,1.06,55,NA,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.05,1,0,0,0,0,"hydrated atresia present, remnants from last spawn",
Acoustics,2012,MH,8/9/2012,8,48,N,summer,2,1.16,55,11,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,,
Acoustics,2012,MH,8/9/2012,8,48,N,summer,2,1.21,55,12,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,Hydrated atresia present,
ASHOP,2013,MH,5/19/2013,5,48,N,spring,NA,0.84,55,8,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.02,1,0,0,0,0,Early yolk development,
Acoustics,2013,MH,8/19/2013,8,49,N,summer,3,0.98,55,14,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.02,1,0,0,0,0,,
WCGBT,2015,MH,9/10/2015,9,43,N,fall,NA,1.18,55,NA,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,,
WCGBT,2014,MH,9/8/2014,9,46,N,fall,NA,1.28,55,NA,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,,
Acoustics,2012,MH,8/8/2012,8,48,N,summer,5,0.88,55,7,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.01,1,0,0,0,0,,
ASHOP,2013,MH,5/15/2013,5,48,N,spring,NA,0.88,54,9,1,Y,Y,Y,N,N,N,N,N,N,N,9,0,0.01,0,0,0,0,0,,
Acoustics,2015,MH,9/7/2015,9,52,N,fall,3,1.2,54,9,1,Y,Y,Y,Y,N,N,N,N,N,Y,6,1,0.2,1,0,0,1,1,"About 90% of ovary spawning, with stage 9s and POFs",
WCGBT,2009,MH,6/12/2009,6,44,N,summer,NA,1,54,12,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.75,1,1,1,0,1,"Just a couple of oocytes with yolk.  Mass atresia, 2 POFs, very unhealthy. I'm certain this is mature, but I am unsure how much this fish would of actually contributed to the spawning output.",
WCGBT,2013,MH,6/8/2013,6,46,N,summer,NA,0.92,54,11,1,Y,Y,Y,N,N,N,N,N,N,Y,7,1,0.2,1,1,1,0,1,"Post spawning clean up, hydrated atresia, and POFs present, leftover stage 9s would be reabsorbed, everything else appears to be immature.",
WCGBT,2015,MH,5/23/2015,5,45,N,spring,NA,0.78,54,NA,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.1,1,1,1,0,1,at least 10 POFs present,
WCGBT,2015,MH,6/21/2015,6,40,N,summer,NA,1.08,54,NA,1,Y,Y,Y,Y,Y,Y,N,N,N,Y,7,1,0.05,1,1,1,0,1,I don't have data for this but I had a sample. It is definetly from hake. One stage 9 and at least 6 POFs,
WCGBT,2015,MH,5/30/2015,5,47,N,spring,NA,0.96,54,NA,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.02,1,1,1,0,1,"~ 8 POFs, Very compartamentalized ovary",
WCGBT,2009,MH,9/12/2009,9,43,N,fall,NA,1.2,54,6,1,Y,Y,Y,Y,Y,Y,N,N,N,N,7,1,0.1,1,0,1,0,1,"2 stage 9s in atresia, 2 POFs present as well",
Acoustics,2012,MH,8/9/2012,8,48,N,summer,2,1.18,54,8,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.1,1,0,1,0,0,Residuals,
Acoustics,2013,MH,8/23/2013,8,51,N,summer,4,0.97,54,14,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.05,1,0,1,0,0,Residuals from last batch ,
Acoustics,2013,MH,8/16/2013,8,49,N,summer,3,1.032,54,14,1,Y,Y,Y,Y,Y,N,N,N,N,Y,7,1,0.02,1,0,1,0,1,A couple of stage 9 oocytes and a few POFs. Recent small batch spawn,
WCGBT,2014,MH,9/12/2014,9,42,N,fall,NA,1.1,54,NA,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,7,1,0.02,1,0,1,0,0,,
Acoustics,2015,MH,9/7/2015,9,52,N,fall,2,0.975,54,17,1,Y,Y,Y,Y,Y,Y,N,N,N,N,7,1,0.02,1,0,1,0,1,"one  stage 8 in atresia, residuals,  about 5 pofs",
WCGBT,2012,MH,8/21/2012,8,48,N,summer,NA,1.12,54,12,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.02,1,0,1,0,1,Stage 9 remnants from previous batch,
WCGBT,2009,MH,9/26/2009,9,39,N,fall,NA,1.02,54,11,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.1,1,0,0,0,0,Hydrated atresia present,
WCGBT,2009,MH,8/30/2009,8,48,N,summer,NA,1.12,54,11,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.1,1,0,0,0,0,Hydrated artresia present,
WCGBT,2009,MH,5/27/2009,5,47,N,spring,NA,0.82,54,9,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.1,1,0,0,0,0,Just a few oocytes with yolk.,
Acoustics,2013,MH,8/21/2013,8,50,N,summer,3,0.874,54,16,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.02,1,0,0,0,0,,
WCGBT,2014,MH,9/8/2014,9,45,N,fall,NA,0.94,54,NA,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.02,1,0,0,0,0,"well developed, some hydrated atresia",
Acoustics,2013,MH,8/18/2013,8,49,N,summer,3,1.008,54,8,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,,
Acoustics,2016,MH,1/11/2016,1,43,N,winter,3,0.91,54,10,1,Y,Y,Y,N,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,,
WCGBT,2014,MH,9/1/2014,9,46,N,fall,NA,1.08,54,NA,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,,
WCGBT,2009,MH,6/18/2009,6,42,N,summer,NA,0.86,53,10,1,Y,Y,Y,N,N,N,N,N,N,Y,6,1,0.2,1,0,0,1,1,"A lot of hydrated atresia, and POFs, this fish was still spawning.   Healthy early stage oocytes. % atresia, reflects what is left after spawning, does not mean this fish is aborting spawning.  Often after a spawning event, oocytes will be reabsorbed and in atresia.",
