sampling_platform,yr,primary_reader,haul_date,month,rounded_latitude,n_or_s_of_34_44,season,visual_maturity_code,weight_kg,length_cm,age,certainty ,o_1,o_2,o_3,o_4_1,o_4_2,o_5,o_6,o_7,o_8,o_9,highest_matstage,biological_maturity,prop_atresia,functional_maturity,spent,batch_spent,spawning,pofs_present,histology_notes,data_notes
WCGBT,2012,MH,8/20/2012,8,47,N,summer,NA,0.54,47,7,1,Y,Y,Y,N,N,N,N,N,N,N,7,1,0.5,1,0,1,0,1,"This fish spawned a batch, but many appears to have been aborted, not very healthy looking",
WCGBT,2009,MH,9/8/2009,9,45,N,fall,NA,0.64,47,8,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.3,1,0,1,0,1,"appears to be post batch spawning, with one batch aborted or downregulation of fecundity",
Acoustics,2012,MH,7/31/2012,7,45,N,summer,2,0.555,47,6,1,Y,Y,Y,Y,Y,N,N,N,N,M,7,1,0.25,1,0,1,0,0,Residuals from last batch spent present,
WCGBT,2009,MH,9/24/2009,9,39,N,fall,NA,0.68,47,6,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.2,1,0,1,0,1,Hydrated atresia present as well as a few POFs,
Acoustics,2013,MH,6/27/2013,6,39,N,summer,3,0.624,47,8,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.2,1,0,1,0,0,"residual stage 9s present, probably from last batch spent",
WCGBT,2012,MH,10/3/2012,10,35,N,fall,NA,0.72,47,9,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,7,1,0.15,1,0,1,0,1,A lot of older hydrated atresia present and some POFs.  This fish released a small batch of eggs recently.,
WCGBT,2009,MH,9/2/2009,9,46,N,fall,NA,0.62,47,10,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.1,1,0,1,0,1,Hydrated atresia present and several POFs present,
Acoustics,2012,MH,7/31/2012,7,45,N,summer,2,0.59,47,6,1,Y,Y,Y,Y,N,N,N,N,Y,N,7,1,0.05,1,0,1,0,0,"residuals from last batch spent, some stage 8s leftover, small batch",
WCGBT,2015,MH,8/28/2015,8,47,N,summer,NA,0.78,47,NA,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,7,1,0.02,1,0,1,0,1,at least 1 POF present,
ASHOP,2015,MH,10/13/2015,10,46,N,fall,NA,0.51,47,5,1,Y,Y,Y,Y,Y,Y,N,N,N,N,7,1,0.02,1,0,1,0,0,One small batch of stage 9s in atresia,
Acoustics,2013,MH,8/18/2013,8,49,N,summer,2,0.614,47,6,1,Y,Y,Y,Y,Y,Y,N,N,N,N,7,1,0.02,1,0,1,0,1,A couple POFs,
Acoustics,2013,MH,6/26/2013,6,39,N,summer,3,0.616,47,7,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.02,1,0,1,0,0,"Resdiual stage 9s, appear to be leftover from last batch",
WCGBT,2015,MH,9/6/2015,9,44,N,fall,NA,0.66,47,NA,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.02,1,0,1,0,1,"About 3 POFs present, majority of oocytes are close to stage 5.",
Acoustics,2013,MH,7/28/2013,7,43,N,summer,2,0.66,47,9,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.02,1,0,1,0,1,,
Acoustics,2016,MH,1/11/2016,1,43,N,winter,2,0.675,47,6,1,Y,Y,Y,N,Y,Y,Y,Y,N,N,7,1,0.01,1,0,1,0,1,"This fish appears to have spawned a batch, next batch close, and possible one more following",
WCGBT,2014,MH,9/12/2014,9,42,N,fall,NA,0.68,47,NA,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.01,1,0,1,0,1,several POFs,
WCGBT,2015,MH,9/4/2015,9,45,N,fall,NA,0.62,47,NA,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.01,1,0,1,0,0,"hydrated atresia present, possibly aborted majority of this batch",
Acoustics,2016,MH,2/7/2016,2,40,N,winter,2,0.595,47,8,1,Y,Y,Y,Y,N,N,Y,N,N,N,8,1,0.2,1,1,0,0,1,"Spent, mainly older POFs, new batch of developing oocytes dominating ovary, a couple of residual stage 6s, maybe one last small batch. Atresia present might indicate down regulation",
WCGBT,2009,MH,8/30/2009,8,48,N,summer,NA,0.64,47,6,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.2,1,0,0,0,0,POSSIBLE BATCH SPAWNED PREVIOUSLY,
ASHOP,2015,MH,11/10/2015,11,45,N,fall,NA,0.62,47,5,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.1,1,0,0,0,0,,
WCGBT,2009,MH,9/2/2009,9,46,N,fall,NA,0.68,47,6,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.1,1,0,0,0,0,,
ASHOP,2013,MH,5/19/2013,5,48,N,spring,NA,0.7,47,8,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.1,1,0,0,0,0,Appears to be post spawning/recovering,
WCGBT,2009,MH,10/15/2009,10,34,S,fall,NA,0.78,47,6,1,Y,Y,Y,Y,Y,Y,Y,Y,N,N,5,1,0.05,1,0,0,0,0,"Healthy, large batch close to spawninG",
Acoustics,2016,MH,2/7/2016,2,43,N,winter,2,0.565,47,8,1,Y,Y,Y,Y,Y,Y,Y,Y,N,N,5,1,0.05,1,0,0,0,0,"Small batch was aborted, down regulation",
WCGBT,2009,MH,9/12/2009,9,44,N,fall,NA,0.6,47,3,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.05,1,0,0,0,0,,
WCGBT,2013,MH,6/28/2013,6,38,N,summer,NA,0.74,47,7,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.05,1,0,0,0,1,A few hydrated atretic oocytes leftover from last spawn,
Acoustics,2013,MH,8/9/2013,8,48,N,summer,2,0.688,47,5,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.05,1,0,0,0,0,,
WCGBT,2015,MH,9/24/2015,9,37,N,fall,NA,0.74,47,NA,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.05,1,0,0,0,0,"possibly spent or aborted a batch, hard to determine",
ASHOP,2015,MH,6/5/2015,6,42,N,summer,NA,0.51,47,5,0,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.05,1,0,0,0,0,"Early yolk development, some larger oocytes in atresia",
WCGBT,2009,MH,8/27/2009,8,45,N,summer,NA,0.82,47,6,0,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.05,1,0,0,0,0,"Bad stain, hard to determine what is yolk.  Based on size of oocytes and presence of a lot of oil, and some dark purple blotches along edge of oocyte that look like is yolk, calling it mature.",
ASHOP,2014,MH,9/22/2014,9,44,N,fall,NA,0.7,47,4,1,Y,Y,Y,Y,Y,N,N,N,Y,N,6,1,0.02,1,0,0,0,0,"one stage 8, close to stage 9. ",
Acoustics,2016,MH,2/7/2016,2,43,N,winter,2,0.555,47,6,1,Y,Y,Y,Y,Y,Y,Y,Y,N,N,5,1,0.02,1,0,0,0,0,,
WCGBT,2009,MH,10/6/2009,10,36,N,fall,NA,0.7,47,6,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.02,1,0,0,0,0,Very healthy,
WCGBT,2012,MH,10/8/2012,10,34,S,fall,NA,0.7,47,7,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.02,1,0,0,0,0,,
WCGBT,2012,MH,9/6/2012,9,44,N,fall,NA,0.58,47,7,1,Y,Y,Y, Y,Y,Y,N,N,N,N,4,1,0.02,1,0,0,0,0,"some hydrated atresia, possible batch spent",
WCGBT,2015,MH,9/23/2015,9,38,N,fall,NA,0.6,47,NA,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.02,1,0,0,0,0,one hydrated atretic oocyte,
ASHOP,2013,MH,5/16/2013,5,48,N,spring,NA,0.56,47,5,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,Some residuals,
WCGBT,2012,MH,9/19/2012,9,40,N,fall,NA,0.72,47,11,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,,
Acoustics,2012,MH,8/1/2012,8,45,N,summer,2,0.58,47,4,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.02,1,0,0,0,0,"Early yolk development in few oocytes, difficult to find.",
Acoustics,2015,MH,7/16/2015,7,41,N,summer,2,0.61,47,4,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.02,1,0,0,0,0,a few residuals left over,
Acoustics,2015,MH,7/21/2015,7,42,N,summer,2,0.61,47,5,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.02,1,0,0,0,0,Appear to be still recovering,
ASHOP,2014,MH,5/31/2014,5,42,N,spring,NA,0.54,47,6,1,Y,Y,Y,Y,n,N,N,N,N,N,3,1,0.02,1,0,0,0,0,,
ASHOP,2015,MH,11/10/2015,11,44,N,fall,NA,0.63,47,5,1,Y,Y,Y,Y,Y,Y,Y,Y,N,N,5,1,0.01,1,0,0,0,0,,
Acoustics,2016,MH,1/11/2016,1,43,N,winter,2,0.555,47,6,1,Y,Y,Y,Y,N,Y,Y,Y,N,N,5,1,0.01,1,0,0,0,0,only a couple of oocytes in early hydration,
WCGBT,2013,MH,8/24/2013,8,45,N,summer,NA,0.68,47,4,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,,
Acoustics,2016,MH,1/15/2016,1,40,N,winter,NA,0.605,47,4,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,Mostly migratory nucleus,
ASHOP,2014,MH,10/5/2014,10,43,N,fall,NA,0.69,47,4,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,,
ASHOP,2014,MH,10/9/2014,10,43,N,fall,NA,0.8,47,4,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,,
ASHOP,2013,MH,11/3/2013,11,43,N,fall,NA,0.68,47,15,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,2 batches,
Acoustics,2016,MH,1/27/2016,1,36,N,winter,2,0.55,47,16,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.01,1,0,0,0,0,2 BATCHES,
Acoustics,2015,MH,8/24/2015,8,48,N,summer,2,0.615,47,5,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.01,1,0,0,0,0,,
Acoustics,2015,MH,8/7/2015,8,45,N,summer,2,0.52,47,5,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.01,1,0,0,0,0,,
ASHOP,2015,MH,9/20/2015,9,43,N,fall,NA,0.59,47,10,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.01,1,0,0,0,0,,
Acoustics,2016,MH,1/11/2016,1,43,N,winter,2,0.68,47,6,1,Y,Y,Y,Y,Y,Y,Y,Y,N,N,5,1,0,1,0,0,0,0,A couple of hydrated atretic oocytes,
ASHOP,2016,MH,10/23/2016,10,45,N,fall,NA,0.67,47,6,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0,1,0,0,0,0,,
WCGBT,2014,MH,6/19/2014,6,43,N,summer,NA,0.6,46,NA,1,Y,Y,Y,N,N,N,N,N,N,N,9,0,0.15,0,0,0,0,0,"The fish tried to spawn a batch, but aborted spawning. Lots of hydrated atretic oocytes present, no yolk observed in healthy oocytes. No POFs observed either, so marked as immature.",
ASHOP,2014,MH,6/5/2014,6,42,N,summer,NA,0.51,46,6,1,Y,Y,Y,N,N,N,N,N,N,N,2,0,0.02,0,0,0,0,0,,
ASHOP,2016,MH,6/6/2016,6,48,N,summer,NA,0.49,46,6,0,Y,Y,Y,N,N,N,N,N,N,N,2,0,0,0,0,0,0,0,"Marking uncertain because of timing of colleciton and size of the fish, possibly recovering",
Acoustics,2015,MH,7/21/2015,7,42,N,summer,2,0.53,46,5,1,Y,Y,Y,Y,Y,Y,N,N,Y,Y,6,1,0.15,1,0,1,1,1,"A batch was being spawned at time of collection, probably about 25 stage 8s and 9s present, ~18 POFs as well, hydrated atresia, so some aborted.",
WCGBT,2009,MH,10/16/2009,10,34,S,fall,NA,0.8,46,5,1,N,Y,Y,Y,N,Y,Y,Y,Y,Y,6,1,0.2,1,0,0,1,1,"A lot of POFs present, and late stages of atresia.  Looks like theis fish just released a lot of eggs.  Spawning",
ASHOP,2016,MH,5/22/2016,5,42,N,spring,NA,0.56,46,6,1,Y,Y,Y,N,N,N,N,N,Y,Y,6,1,0.15,1,0,0,1,1,"still spawning last batch, most of it was being reabsorbed",
Acoustics,2013,MH,8/16/2013,8,49,N,summer,5,0.652,46,8,1,Y,Y,Y,Y,Y,Y,N,N,N,Y,6,1,0.05,1,0,0,1,1,"large spawning event, stage 9s, and POFs, next batch in stage 5",
ASHOP,2015,MH,5/18/2015,5,42,N,spring,NA,0.51,46,5,1,Y,Y,Y,N,N,N,N,N,N,Y,6,1,0.05,1,0,0,1,1,"Mainly spent, but a couple of stage 9s present still",
WCGBT,2015,MH,6/18/2015,6,42,N,summer,NA,0.66,46,NA,1,Y,Y,Y,N,N,N,N,N,N,Y,6,1,0.05,1,0,0,1,1,"Mainly spent, but still stage 9s present, this is not a batch spawning event, but a full spawning attempt. More than 100 POFs, a small batch of immature oocytes",
WCGBT,2014,MH,8/24/2014,8,46,N,summer,NA,0.62,46,NA,1,Y,Y,Y,Y,Y,N,N,N,N,Y,6,1,0.02,1,0,0,1,1,several POFs present and a few stage 9s. Spawning a small batch,
WCGBT,2014,MH,7/2/2014,7,37,N,summer,NA,0.6,46,NA,1,Y,Y,Y,N,N,N,N,N,N,N,7,1,0.4,1,1,1,0,1,"This fish appears to have spawned recently, but many aborted",
ASHOP,2014,MH,5/29/2014,5,42,N,spring,NA,0.58,46,6,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.25,1,1,1,0,0,residuals,
WCGBT,2009,MH,6/12/2009,6,44,N,summer,NA,0.58,46,10,1,Y,Y,Y,N,N,N,N,N,N,N,7,1,0.1,1,1,1,0,1,"Post spawning/resting. A few old POFs, hydrated atresia, and immature oocytes",
Acoustics,2015,MH,7/17/2015,7,41,N,summer,2,0.555,46,5,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.1,1,1,1,0,1,"Post spawning, recent residuals",
ASHOP,2015,MH,5/20/2015,5,42,N,spring,NA,0.66,46,5,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.05,1,1,1,0,0,A couple of POFs present,
WCGBT,2014,MH,7/2/2014,7,37,N,summer,NA,0.6,46,NA,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.05,1,1,1,0,1,"a lot of POFs, some stage 9s in atresia, many developing oocytes.",
Acoustics,2012,MH,8/3/2012,8,46,N,summer,2,0.52,46,5,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.2,1,0,1,0,0,residuals from last batch spent,
Acoustics,2013,MH,7/3/2013,7,39,N,summer,2,0.59,46,7,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.2,1,0,1,0,1,"a few POFs, some hydrated atresia, and a lot of stage 4 older atresia from the last batch spawning event.",
Acoustics,2013,MH,8/5/2013,8,46,N,summer,2,0.642,46,4,1,Y,Y,Y,Y,Y,Y,N,N,Y,N,7,1,0.15,1,0,1,0,0,"Two stage 8 oocytes present, hydrated atresia present as well. Mainly stage 4s.",
Acoustics,2013,MH,7/7/2013,7,40,N,summer,2,0.574,46,9,1,Y,Y,Y,Y,N,N,N,N,N,N,7,1,0.15,1,0,1,0,1,Residuals from last batch ,
Acoustics,2013,MH,8/7/2013,8,47,N,summer,2,0.58,46,5,1,Y,Y,Y,Y,Y,N,N,N,N,Y,7,1,0.1,1,0,1,0,1,"POFs present and a couple stage 9s. Hydrated atresia as well. Small recent batch spawning event, most are stage 9s.",
WCGBT,2009,MH,9/8/2009,9,45,N,fall,NA,0.6,46,10,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.1,1,0,1,0,1,"Large stage 4s, 2 stage 9s in atresia, one POF present as well, some leftover hydrated oocytes as well.",
ASHOP,2014,MH,9/20/2014,9,45,N,fall,NA,0.55,46,4,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.05,1,0,1,0,0,one POF present,
Acoustics,2013,MH,8/7/2013,8,47,N,summer,2,0.53,46,5,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.05,1,0,1,0,0,Hydrated atresia present,
Acoustics,2015,MH,6/29/2015,6,36,N,summer,2,0.502,46,6,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.05,1,0,1,0,1,"~ 2 POFs, some hydrated atresia",
Acoustics,2013,MH,6/27/2013,6,39,N,summer,4,0.588,46,8,1,Y,Y,Y,N,N,N,N,N,N,N,7,1,0.05,1,0,1,0,0,"Resdiual stage 9s, appear to be leftover from last batch",
ASHOP,2014,MH,9/7/2014,9,45,N,fall,NA,0.64,46,6,1,Y,Y,Y,Y,Y,Y,N,N,N,N,7,1,0.02,1,0,1,0,0,several POFs present,
WCGBT,2014,MH,9/8/2014,9,45,N,fall,NA,0.64,46,NA,1,Y,Y,Y,Y,Y,Y,N,N,N,N,7,1,0.02,1,0,1,0,1,Several POFs present,
WCGBT,2014,MH,8/24/2014,8,46,N,summer,NA,0.72,46,NA,1,Y,Y,Y,Y,Y,Y,N,N,N,N,7,1,0.02,1,0,1,0,1,,
WCGBT,2015,MH,7/6/2015,7,35,N,summer,NA,0.66,46,NA,1,Y,Y,Y,Y,Y,Y,N,N,N,N,7,1,0.02,1,0,1,0,1,"a couple of stage 9s in atresia, a few POFs",
WCGBT,2013,MH,7/16/2013,7,34,S,summer,NA,0.68,46,8,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.02,1,0,1,0,1,"Well developed stage 4s, several POFs present, and some atretic stage 9s",
WCGBT,2015,MH,8/23/2015,8,45,N,summer,NA,0.52,46,NA,1,Y,Y,Y,Y,Y,N,N,N,N,N,7,1,0.02,1,0,1,0,1,,
ASHOP,2016,MH,9/22/2016,9,44,N,fall,NA,0.56,46,6,1,Y,Y,Y,Y,Y,Y,N,N,N,N,7,1,0.01,1,0,1,0,1,"stage 9s leftover in atresia, appears to have spent a batch",
ASHOP,2014,MH,9/7/2014,9,45,N,fall,NA,0.57,46,8,1,Y,Y,Y,Y,Y,Y,N,N,N,N,7,1,0.01,1,0,1,0,0,,
ASHOP,2016,MH,5/18/2016,5,43,N,spring,NA,0.51,46,6,1,Y,Y,Y,Y,N,N,N,N,N,N,8,1,0.05,1,1,0,0,0,post spawning/recovering from last batch spent. Residuals in reabsorption,
ASHOP,2016,MH,5/19/2016,5,43,N,spring,NA,0.48,46,6,1,Y,Y,Y,Y,N,N,N,N,N,N,8,1,0.05,1,1,0,0,0,post spawning/recovering from last batch spent. ,
ASHOP,2016,MH,5/21/2016,5,43,N,spring,NA,0.59,46,9,1,Y,Y,Y,Y,N,N,N,N,N,N,8,1,0.05,1,1,0,0,0,post spawning/recovering from last batch spent. Residuals in reabsorption,
WCGBT,2015,MH,6/7/2015,6,44,N,summer,NA,0.52,46,NA,1,Y,Y,Y,Y,N,N,N,N,N,N,8,1,0.05,1,1,0,0,1,"A couple of POFs present, mostly stage 3 oocytes, a couple of oocytes with very early yolk.",
Acoustics,2013,MH,6/24/2013,6,38,N,summer,4,0.526,46,5,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.4,1,0,0,0,0,"A batch was aborted, unceratin if its clean up or not",
ASHOP,2013,MH,5/29/2013,5,43,N,spring,NA,0.53,46,5,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.3,1,0,0,0,0,"Mass atresia, could be left over from the last spawning season. Possible down regulation of last batch",
Acoustics,2015,MH,6/26/2015,6,35,N,summer,2,0.596,46,5,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.2,1,0,0,0,0,"Quite a bit of atresia present, but also nice yolked oocytes. Possibly one pof present, could be residuals from last spawn",
Acoustics,2015,MH,7/19/2015,7,42,N,summer,4,0.52,46,5,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.2,1,0,0,0,0,"Older atresia present, new batch of oocytes appear healthy and well developed",
ASHOP,2014,MH,5/25/2014,5,43,N,spring,NA,0.57,46,6,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.2,1,0,0,0,0,"One stage 9, beginning atresia, residual",
WCGBT,2009,MH,9/21/2009,9,42,N,fall,NA,0.66,46,6,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.1,1,0,0,0,0,,
WCGBT,2009,MH,9/15/2009,9,42,N,fall,NA,0.6,46,4,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.1,1,0,0,0,0,,
WCGBT,2009,MH,9/3/2009,9,45,N,fall,NA,0.62,46,5,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.1,1,0,0,0,0,,
Acoustics,2016,MH,1/11/2016,1,43,N,winter,2,0.5,46,6,1,Y,Y,Y,Y,N,Y,Y,Y,N,N,5,1,0.05,1,0,0,0,0,some hydrated atresia present,
Acoustics,2012,MH,8/3/2012,8,46,N,summer, ,0.59,46,3,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.05,1,0,0,0,0,,
Acoustics,2015,MH,7/19/2015,7,42,N,summer,2,0.745,46,12,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.05,1,0,0,0,0,a few residuals left over,
Acoustics,2013,MH,8/7/2013,8,47,N,summer,4,0.59,46,4,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.05,1,0,0,0,0,Well developed stage 4s,
WCGBT,2009,MH,6/16/2009,6,43,N,summer,NA,0.64,46,4,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.05,1,0,0,0,0,Early yolk development,
WCGBT,2009,MH,9/28/2009,9,37,N,fall,NA,0.54,46,6,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.05,1,0,0,0,0,,
ASHOP,2016,MH,6/8/2016,6,48,N,summer,NA,0.53,46,6,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.05,1,0,0,0,0,,
Acoustics,2013,MH,7/28/2013,7,43,N,summer,2,0.54,46,8,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.05,1,0,0,0,0,,
WCGBT,2009,MH,8/26/2009,8,45,N,summer,NA,0.56,46,10,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.05,1,0,0,0,0,well developed stage 4s,
WCGBT,2013,MH,6/25/2013,6,40,N,summer,NA,0.54,46,5,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.05,1,0,0,0,0,,
ASHOP,2016,MH,5/23/2016,5,43,N,spring,NA,0.54,46,6,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.05,1,0,0,0,0,Residuals present from last batch spawned,
Acoustics,2012,MH,7/19/2012,7,41,N,summer,3,0.59,46,8,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.05,1,0,0,0,0,"hydrated atresia, uncertain if it residuals from a batch spent, or a batch aborted",
WCGBT,2015,MH,6/9/2015,6,44,N,summer,NA,0.56,46,NA,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.05,1,0,0,0,0,"Very early yolk development, one larger hydrated oocyte in full atresia, thicker ovarian wall",
WCGBT,2015,MH,6/10/2015,6,43,N,summer,NA,0.54,46,NA,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.05,1,0,0,0,1,2 POFs present,
Acoustics,2016,MH,1/29/2016,1,35,N,winter,2,0.525,46,11,1,Y,Y,Y,N,N,Y,Y,Y,N,N,5,1,0.04,1,0,0,0,0,"Either a batch was spent, or part of this batch was in atresia, a small amount though, looks like a little bit of hydrated atresia",
WCGBT,2014,MH,10/8/2014,10,34,S,fall,NA,0.7,46,NA,1,Y,Y,Y,Y,Y,Y,Y,Y,N,N,5,1,0.02,1,0,0,0,0,,
ASHOP,2014,MH,10/13/2014,10,43,N,fall,NA,0.61,46,3,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.02,1,0,0,0,0,,
WCGBT,2013,MH,8/28/2013,8,48,N,summer,NA,0.6,46,4,1,Y,Y,Y,Y,Y,Y,Y,N,N,N,5,1,0.02,1,0,0,0,0,,
Acoustics,2013,MH,8/15/2013,8,48,N,summer,3,0.686,46,5,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.02,1,0,0,0,0,,
Acoustics,2015,MH,8/10/2015,8,46,N,summer,2,0.625,46,7,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.02,1,0,0,0,0,"Hydrated atresia, but didn't see anything else indicating that a batch was spent",
WCGBT,2014,MH,9/1/2014,9,47,N,fall,NA,0.7,46,NA,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.02,1,0,0,0,0,,
WCGBT,2014,MH,9/6/2014,9,45,N,fall,NA,0.62,46,NA,1,Y,Y,Y,Y,Y,Y,N,N,N,N,4,1,0.02,1,0,0,0,1,One pof and hydrated atresia,
Acoustics,2012,MH,8/3/2012,8,46,N,summer,2,0.61,46,4,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,,
WCGBT,2013,MH,6/27/2013,6,38,N,summer,NA,0.6,46,4,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,"well developed stage 4s, some hydrated atresia present",
Acoustics,2013,MH,8/15/2013,8,48,N,summer,3,0.588,46,4,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,Well developed stage 4s,
Acoustics,2013,MH,8/9/2013,8,48,N,summer,2,0.554,46,5,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,Well developed stage 4s,
Acoustics,2013,MH,7/12/2013,7,41,N,summer,2,0.53,46,9,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,Well developed stage 4s,
WCGBT,2014,MH,6/19/2014,6,42,N,summer,NA,0.56,46,NA,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,1,2 Pofs present,
WCGBT,2014,MH,9/21/2014,9,40,N,fall,NA,0.66,46,NA,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,,
WCGBT,2015,MH,6/25/2015,6,39,N,summer,NA,0.66,46,NA,1,Y,Y,Y,Y,Y,N,N,N,N,N,3,1,0.02,1,0,0,0,0,,
ASHOP,2013,MH,5/29/2013,5,43,N,spring,NA,0.65,46,4,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.02,1,0,0,0,0,,
ASHOP,2013,MH,5/18/2013,5,47,N,spring,NA,0.58,46,5,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.02,1,0,0,0,0,Early yolk development in a few oocytes.,
ASHOP,2013,MH,5/22/2013,5,47,N,spring,NA,0.62,46,5,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.02,1,0,0,0,0,Early yolk development,
ASHOP,2015,MH,6/9/2015,6,43,N,summer,NA,0.59,46,5,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.02,1,0,0,0,0,"Residuals from last spawn still present, two hydrated atretic oocytes",
Acoustics,2012,MH,7/31/2012,7,45,N,summer,2,0.51,46,6,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.02,1,0,0,0,0,early yolk,
ASHOP,2016,MH,5/20/2016,5,42,N,spring,NA,0.52,46,6,1,Y,Y,Y,Y,N,N,N,N,N,N,3,1,0.02,1,0,0,0,0,,
