,Source,Weight_kg,Sex,Age_yrs,Length_cm,Month,Year
1,CAN_polish,0.75,M,12,50,9,1982
2,CAN_polish,1.27,F,12,55,9,1982
3,CAN_polish,0.9,F,12,50,9,1982
4,CAN_polish,0.98,M,12,53,9,1982
5,CAN_polish,0.76,F,5,47,9,1982
6,CAN_polish,1.03,F,11,52,9,1982
7,CAN_polish,0.98,F,13,56,9,1982
8,CAN_polish,0.9,M,12,51,9,1982
9,CAN_polish,0.93,M,9,57,9,1982
10,CAN_polish,0.78,F,5,50,9,1982
11,CAN_polish,0.86,F,6,49,9,1982
12,CAN_polish,0.99,F,12,52,9,1982
13,CAN_polish,0.88,F,5,50,9,1982
14,CAN_polish,1.41,F,6,60,9,1982
15,CAN_polish,1.56,F,12,61,9,1982
16,CAN_polish,0.78,M,13,50,9,1982
17,CAN_polish,0.93,M,12,52,9,1982
18,CAN_polish,0.96,M,12,52,9,1982
19,CAN_polish,1.13,M,10,57,9,1982
20,CAN_polish,0.78,F,5,51,9,1982
21,CAN_polish,0.91,F,9,52,9,1982
22,CAN_polish,0.73,F,12,49,9,1982
23,CAN_polish,1.04,F,14,55,9,1982
24,CAN_polish,1,F,12,51,9,1982
25,CAN_polish,1.03,F,5,54,9,1982
26,CAN_polish,0.78,M,5,45,9,1982
27,CAN_polish,0.83,M,9,53,9,1982
28,CAN_polish,0.72,M,9,48,9,1982
29,CAN_polish,1.09,F,9,54,9,1982
30,CAN_polish,0.85,M,12,53,9,1982
31,CAN_polish,0.74,M,13,49,9,1982
32,CAN_polish,1.08,F,9,52,9,1982
33,CAN_polish,0.83,M,9,48,9,1982
34,CAN_polish,1.04,F,11,55,9,1982
35,CAN_polish,0.94,F,12,51,9,1982
36,CAN_polish,1.05,F,5,52,9,1982
37,CAN_polish,0.96,M,12,52,9,1982
38,CAN_polish,1.15,M,12,56,9,1982
39,CAN_polish,0.93,F,12,52,9,1982
40,CAN_polish,1,F,12,54,9,1982
41,CAN_polish,1.07,F,10,54,9,1982
42,CAN_polish,0.89,M,8,51,9,1982
43,CAN_polish,1.32,F,12,57,9,1982
44,CAN_polish,0.79,F,13,48,9,1982
45,CAN_polish,0.86,F,9,51,9,1982
46,CAN_polish,0.86,M,11,53,9,1982
47,CAN_polish,0.91,M,12,53,9,1982
48,CAN_polish,1.08,F,5,52,9,1982
49,CAN_polish,0.92,F,5,48,9,1982
50,CAN_polish,1.23,F,14,58,9,1982
51,CAN_polish,1.28,F,13,61,9,1982
52,CAN_polish,1.16,F,6,52,9,1982
53,CAN_polish,1.07,F,12,54,9,1982
54,CAN_polish,0.83,M,12,49,9,1982
55,CAN_polish,0.91,M,5,50,9,1982
56,CAN_polish,0.93,M,8,54,9,1982
57,CAN_polish,0.83,F,8,48,9,1982
58,CAN_polish,0.84,M,9,52,9,1982
59,CAN_polish,1.11,M,9,55,9,1982
60,CAN_polish,0.94,F,7,51,9,1982
61,CAN_polish,1.38,F,9,55,9,1982
62,CAN_polish,0.99,F,9,56,9,1982
63,CAN_polish,1.06,F,7,52,9,1982
64,CAN_polish,0.88,F,12,52,9,1982
65,CAN_polish,1.16,F,5,53,9,1982
66,CAN_polish,1.06,F,9,52,9,1982
67,CAN_polish,0.91,F,5,50,9,1982
68,CAN_polish,0.96,F,5,49,9,1982
69,CAN_polish,0.88,F,5,49,9,1982
70,CAN_polish,1.18,F,6,53,9,1982
71,CAN_polish,1.23,F,9,53,9,1982
72,CAN_polish,0.77,F,5,47,9,1982
73,CAN_polish,0.76,F,5,48,9,1982
74,CAN_polish,0.95,F,12,56,9,1982
75,CAN_polish,0.87,F,5,50,9,1982
76,CAN_polish,1.28,M,9,58,9,1982
77,CAN_polish,1.36,F,10,54,9,1982
78,CAN_polish,0.79,F,5,49,9,1982
79,CAN_polish,0.76,F,13,52,9,1982
80,CAN_polish,0.99,F,12,58,9,1982
81,CAN_polish,0.81,F,12,52,9,1982
82,CAN_polish,0.75,M,12,50,9,1982
83,CAN_polish,0.86,M,12,53,9,1982
84,CAN_polish,1.05,M,14,58,9,1982
85,CAN_polish,1.06,F,10,58,9,1982
86,CAN_polish,0.91,M,10,51,9,1982
87,CAN_polish,1.04,M,14,57,9,1982
88,CAN_polish,1.15,M,12,56,9,1982
89,CAN_polish,1.18,M,11,58,9,1982
90,CAN_polish,1.02,F,9,54,9,1982
91,CAN_polish,0.99,F,8,55,9,1982
92,CAN_polish,0.98,F,12,52,9,1982
93,CAN_polish,0.92,F,7,50,9,1982
94,CAN_polish,0.92,M,8,51,9,1982
95,CAN_polish,0.93,F,9,52,9,1982
96,CAN_polish,0.74,F,10,53,9,1982
97,CAN_polish,0.94,F,8,53,9,1982
98,CAN_polish,1.59,F,12,61,9,1982
99,CAN_polish,1.06,M,9,54,9,1982
100,CAN_polish,1.08,M,12,54,9,1982
101,CAN_polish,0.87,F,5,50,9,1982
102,CAN_polish,0.99,F,12,52,9,1982
103,CAN_polish,0.78,F,4,48,9,1982
104,CAN_polish,1.08,F,5,52,9,1982
105,CAN_polish,1.24,F,9,54,9,1982
106,CAN_polish,1.06,F,12,56,9,1982
107,CAN_polish,1.23,F,12,56,9,1982
108,CAN_polish,2.11,F,13,69,9,1982
109,CAN_polish,1.18,M,12,57,9,1982
110,CAN_polish,1.43,F,10,58,9,1982
111,CAN_polish,0.88,F,5,49,9,1982
112,CAN_polish,0.79,M,7,50,9,1982
113,CAN_polish,1.09,M,11,51,9,1982
114,CAN_polish,1.11,F,11,56,9,1982
115,CAN_polish,1.24,F,12,60,9,1982
116,CAN_polish,0.78,M,4,47,9,1982
117,CAN_polish,1.11,F,8,53,9,1982
118,CAN_polish,1.08,F,7,57,9,1982
119,CAN_polish,0.64,M,5,46,9,1982
120,CAN_polish,0.78,F,5,47,9,1982
121,CAN_polish,1.04,F,5,51,9,1982
122,CAN_polish,0.86,F,6,50,9,1982
123,CAN_polish,1.08,F,12,56,9,1982
124,CAN_polish,1.23,F,12,60,9,1982
125,CAN_polish,0.78,M,5,46,9,1982
126,CAN_polish,1.21,F,9,57,9,1982
127,CAN_polish,1.18,F,9,55,9,1982
128,CAN_polish,0.83,F,12,53,9,1982
129,CAN_polish,0.88,M,9,51,9,1982
130,CAN_polish,1.01,M,14,58,9,1982
131,CAN_polish,0.98,F,9,52,9,1982
132,CAN_polish,0.98,M,12,52,9,1982
133,CAN_polish,0.98,M,9,50,9,1982
134,CAN_polish,0.98,F,12,50,9,1982
135,CAN_polish,1.03,F,7,50,9,1982
136,CAN_polish,1.26,F,5,52,9,1982
137,CAN_polish,1.12,M,8,55,9,1982
138,CAN_polish,1.18,F,12,56,9,1982
139,CAN_polish,1.04,F,9,60,9,1982
140,CAN_polish,0.88,M,5,47,9,1982
141,CAN_polish,0.79,M,12,50,9,1982
142,CAN_polish,1.04,M,13,54,9,1982
143,CAN_polish,0.92,F,9,50,9,1982
144,CAN_polish,1.16,F,8,58,9,1982
145,CAN_polish,1.06,F,12,55,9,1982
146,CAN_polish,0.92,F,5,49,9,1982
147,CAN_polish,0.98,F,12,55,9,1982
148,CAN_polish,0.88,M,10,50,9,1982
149,CAN_polish,0.88,F,12,52,9,1982
150,CAN_polish,0.88,F,10,50,9,1982
151,CAN_polish,0.88,M,12,53,9,1982
152,CAN_polish,1.03,M,14,58,9,1982
153,CAN_polish,0.98,F,9,53,9,1982
154,CAN_polish,0.75,M,12,49,9,1982
155,CAN_polish,1.16,F,10,58,9,1982
156,CAN_polish,1.77,F,12,67,9,1982
157,CAN_polish,0.83,M,5,48,9,1982
158,CAN_polish,0.93,M,5,49,9,1982
159,CAN_polish,0.99,M,11,51,9,1982
160,CAN_polish,0.95,F,7,50,9,1982
161,CAN_polish,0.88,F,12,52,9,1982
162,CAN_polish,1.01,F,5,51,9,1982
163,CAN_polish,0.86,F,5,49,9,1982
164,CAN_polish,1.25,F,12,60,9,1982
165,CAN_polish,1.43,F,6,57,9,1982
166,CAN_polish,1.21,F,8,59,9,1982
167,CAN_polish,0.88,M,5,49,9,1982
168,CAN_polish,0.96,M,5,51,9,1982
169,CAN_polish,0.99,M,12,54,9,1982
170,CAN_polish,1.38,M,9,61,9,1982
171,CAN_polish,0.93,F,12,54,9,1982
172,CAN_polish,1.15,F,11,58,9,1982
173,CAN_polish,1.04,F,12,50,9,1982
174,CAN_polish,0.98,F,7,54,9,1982
175,CAN_polish,1.04,F,12,54,9,1982
176,CAN_polish,0.89,F,12,55,9,1982
177,CAN_polish,1.66,F,5,59,9,1982
178,CAN_polish,1.43,F,12,61,9,1982
179,CAN_polish,0.98,M,12,51,9,1982
180,CAN_polish,0.88,F,12,54,9,1982
181,CAN_polish,0.73,F,5,47,9,1982
182,CAN_polish,0.89,F,7,50,9,1982
183,CAN_polish,1.38,F,9,61,9,1982
184,CAN_polish,1.03,M,12,52,9,1982
185,CAN_polish,0.91,F,7,50,9,1982
186,CAN_polish,1.03,F,12,55,9,1982
187,CAN_polish,1.29,F,11,60,9,1982
188,CAN_polish,2.36,F,13,69,9,1982
189,CAN_polish,0.83,F,6,48,9,1982
190,CAN_polish,0.66,M,5,49,9,1982
191,CAN_polish,1.88,F,13,66,9,1982
192,CAN_polish,0.75,M,5,47,9,1982
193,CAN_polish,1.06,M,9,52,9,1982
194,CAN_polish,1,M,12,53,9,1982
195,CAN_polish,0.79,F,12,48,9,1982
196,CAN_polish,1.24,F,10,57,9,1982
197,CAN_polish,0.97,F,5,50,9,1982
198,CAN_polish,0.91,M,12,52,9,1982
199,CAN_polish,0.97,F,5,52,9,1982
200,CAN_polish,1.03,F,13,56,9,1982
201,CAN_polish,0.492,M,5,42,8,1989
202,CAN_polish,0.949,F,9,51,8,1989
203,CAN_polish,1.225,F,3,55,8,1989
204,CAN_polish,0.88,F,9,48,8,1989
205,CAN_polish,1.11,M,9,58,8,1989
206,CAN_polish,1.056,F,9,53,8,1989
207,CAN_polish,0.47,F,5,42,8,1989
208,CAN_polish,1.151,M,10,59,8,1989
209,CAN_polish,0.863,F,9,50,8,1989
210,CAN_polish,0.929,F,9,51,8,1989
211,CAN_polish,0.955,M,9,51,8,1989
212,CAN_polish,1.252,F,9,57,8,1989
213,CAN_polish,0.622,M,9,45,8,1989
214,CAN_polish,0.747,F,9,49,8,1989
215,CAN_polish,0.964,M,9,51,8,1989
216,CAN_polish,0.765,F,5,45,8,1989
217,CAN_polish,0.51,M,9,43,8,1989
218,CAN_polish,0.611,F,9,47,8,1989
219,CAN_polish,1.204,F,9,54,8,1989
220,CAN_polish,0.477,F,5,42,8,1989
221,CAN_polish,1.62,F,9,62,8,1989
222,CAN_polish,2.307,M,19,70,8,1989
223,CAN_polish,0.463,M,5,42,8,1989
224,CAN_polish,1.013,M,9,53,8,1989
225,CAN_polish,0.506,M,5,41,8,1989
226,CAN_polish,1.435,M,9,57,8,1989
227,CAN_polish,0.768,M,9,49,8,1989
228,CAN_polish,0.808,F,5,49,8,1989
229,CAN_polish,0.848,M,9,52,8,1989
230,CAN_polish,0.66,F,5,46,8,1989
231,CAN_polish,0.652,F,9,46,8,1989
232,CAN_polish,1.012,F,9,53,8,1989
233,CAN_polish,0.948,F,9,51,8,1989
234,CAN_polish,0.682,M,9,45,8,1989
235,CAN_polish,0.757,F,5,49,8,1989
236,CAN_polish,0.587,M,9,45,8,1989
237,CAN_polish,0.662,F,5,45,8,1989
238,CAN_polish,0.497,M,5,41,8,1989
239,CAN_polish,0.993,M,10,52,8,1989
240,CAN_polish,1.299,M,9,58,8,1989
241,CAN_polish,0.51,F,3,41,8,1989
242,CAN_polish,0.511,M,5,40,8,1989
243,CAN_polish,1.548,M,12,59,8,1989
244,CAN_polish,1.24,F,12,58,8,1989
245,CAN_polish,0.863,F,5,48,8,1989
246,CAN_polish,0.785,M,9,48,8,1989
247,CAN_polish,1.141,F,9,59,8,1989
248,CAN_polish,0.806,F,9,50,8,1989
249,CAN_polish,0.502,F,5,42,8,1989
250,CAN_polish,0.764,F,5,49,8,1989
251,CAN_polish,0.65,F,9,46,8,1989
252,CAN_polish,0.767,F,9,47,8,1989
253,CAN_polish,0.702,F,5,47,8,1989
254,CAN_polish,1.258,M,9,55,8,1989
255,CAN_polish,0.747,F,5,47,8,1989
256,CAN_polish,0.624,M,12,46,8,1989
257,CAN_polish,0.94,F,5,52,8,1989
258,CAN_polish,0.78,M,9,53,8,1989
259,CAN_polish,0.559,F,9,43,8,1989
260,CAN_polish,1.264,F,12,59,8,1989
261,CAN_polish,0.828,F,9,51,8,1989
262,CAN_polish,0.973,M,9,56,8,1989
263,CAN_polish,0.662,M,9,46,8,1989
264,CAN_polish,0.917,F,9,51,8,1989
265,CAN_polish,0.784,F,9,46,8,1989
266,CAN_polish,0.79,F,9,48,8,1989
267,CAN_polish,1.201,M,9,56,8,1989
268,CAN_polish,0.421,F,5,43,8,1989
269,CAN_polish,1.14,M,9,53,8,1989
270,CAN_polish,0.542,F,5,43,8,1989
271,CAN_polish,0.577,F,9,45,8,1989
272,CAN_polish,1.06,F,9,55,8,1989
273,CAN_polish,0.632,M,9,46,8,1989
274,CAN_polish,0.496,M,5,42,8,1989
275,CAN_polish,1.282,F,9,54,8,1989
276,CAN_polish,1.316,M,9,57,8,1989
277,CAN_polish,1.001,F,9,55,8,1989
278,CAN_polish,0.525,M,5,42,8,1989
279,CAN_polish,0.764,M,5,50,8,1989
280,CAN_polish,1.416,F,12,59,8,1989
281,CAN_polish,1.09,M,9,54,8,1989
282,CAN_polish,0.919,M,12,50,8,1989
283,CAN_polish,0.785,F,10,49,8,1989
284,CAN_polish,1.064,M,12,55,8,1989
285,CAN_polish,0.62,F,5,45,8,1989
286,CAN_polish,0.535,M,5,43,8,1989
287,CAN_polish,0.674,F,5,47,8,1989
288,CAN_polish,1.118,M,9,57,8,1989
289,CAN_polish,1.286,F,9,55,8,1989
290,CAN_polish,1.222,M,9,57,8,1989
291,CAN_polish,0.563,M,5,43,8,1989
292,CAN_polish,0.807,F,5,48,8,1989
293,CAN_polish,0.934,F,12,52,8,1989
294,CAN_polish,0.741,M,9,47,8,1989
295,CAN_polish,0.922,F,9,53,8,1989
296,CAN_polish,0.873,M,9,49,8,1989
297,CAN_polish,0.548,F,5,44,8,1989
298,CAN_polish,0.795,F,9,51,8,1989
299,CAN_polish,1.329,M,9,56,8,1989
300,CAN_polish,0.961,M,9,52,8,1989
301,CAN_polish,1.035,M,9,53,8,1989
302,CAN_polish,1.309,F,11,56,8,1989
303,CAN_polish,0.666,M,9,47,8,1989
304,CAN_polish,0.821,M,9,48,8,1989
305,CAN_polish,0.755,F,5,46,8,1989
306,CAN_polish,0.81,M,5,51,8,1989
307,CAN_polish,1.344,M,12,59,8,1989
308,CAN_polish,0.883,M,9,51,8,1989
309,CAN_polish,1.077,F,9,53,8,1989
310,CAN_polish,1.359,F,9,58,8,1989
311,CAN_polish,1.051,M,12,53,8,1989
312,CAN_polish,1.185,F,12,57,8,1989
313,CAN_polish,1.23,M,9,58,8,1989
314,CAN_polish,0.467,F,5,42,8,1989
315,CAN_polish,1.408,F,9,58,8,1989
316,CAN_polish,0.65,F,5,44,8,1989
317,CAN_polish,1.177,M,9,57,8,1989
318,CAN_polish,1.275,F,9,57,8,1989
319,CAN_polish,0.597,F,5,42,8,1989
320,CAN_polish,0.523,M,5,43,8,1989
321,CAN_polish,1.14,M,9,58,8,1989
322,CAN_polish,0.481,F,5,43,8,1989
323,CAN_polish,1.433,F,9,55,8,1989
324,CAN_polish,1.514,F,12,57,8,1989
325,CAN_polish,0.805,M,9,50,8,1989
326,CAN_polish,0.817,M,9,49,8,1989
327,CAN_polish,0.673,M,9,47,8,1989
328,CAN_polish,0.745,M,5,49,8,1989
329,CAN_polish,0.561,M,9,44,8,1989
330,CAN_polish,0.907,F,9,54,8,1989
331,CAN_polish,1.317,F,9,57,8,1989
332,CAN_polish,0.544,M,9,44,8,1989
333,CAN_polish,1.145,F,16,56,8,1989
334,CAN_polish,0.746,F,5,47,8,1989
335,CAN_polish,0.67,F,12,47,8,1989
336,CAN_polish,0.582,M,9,44,8,1989
337,CAN_polish,1.24,F,9,56,8,1989
338,CAN_polish,0.591,F,5,43,8,1989
339,CAN_polish,1.206,M,9,54,8,1989
340,CAN_polish,0.748,F,5,50,8,1989
341,CAN_polish,0.629,F,9,47,8,1989
342,CAN_polish,1.013,M,9,52,8,1989
343,CAN_polish,1.149,F,9,54,8,1989
344,CAN_polish,0.921,M,9,51,8,1989
345,CAN_polish,1.031,F,9,52,8,1989
346,CAN_polish,1.319,F,9,56,8,1989
347,CAN_polish,0.52,M,9,42,8,1989
348,CAN_polish,0.662,M,9,44,8,1989
349,CAN_polish,1.467,M,12,59,8,1989
350,CAN_polish,1.681,F,12,63,8,1989
351,CAN_polish,1.13,M,9,58,8,1989
352,CAN_polish,1.108,M,9,55,8,1989
353,CAN_polish,1.016,F,10,54,8,1989
354,CAN_polish,0.564,F,5,45,8,1989
355,CAN_polish,0.764,M,9,48,8,1989
356,CAN_polish,0.823,M,5,48,8,1989
357,CAN_polish,0.729,M,9,48,8,1989
358,CAN_polish,1.066,M,9,56,8,1989
359,CAN_polish,1.583,F,9,63,8,1989
360,CAN_polish,0.779,M,5,47,8,1989
361,CAN_polish,0.794,F,9,50,8,1989
362,CAN_polish,0.796,F,9,50,8,1989
363,CAN_polish,0.827,F,9,50,8,1989
364,CAN_polish,0.821,F,9,48,8,1989
365,CAN_polish,0.621,M,5,45,8,1989
366,CAN_polish,0.893,F,9,52,8,1989
367,CAN_polish,1.467,F,9,59,8,1989
368,CAN_polish,0.977,M,9,55,8,1989
369,CAN_polish,0.912,M,9,50,8,1989
370,CAN_polish,0.605,M,9,47,8,1989
371,CAN_polish,0.689,M,9,46,8,1989
372,CAN_polish,0.674,M,9,46,8,1989
373,CAN_polish,0.605,M,9,44,8,1989
374,CAN_polish,1.037,M,9,54,8,1989
375,CAN_polish,1.057,M,9,53,8,1989
376,CAN_polish,1.277,M,9,59,8,1989
377,CAN_polish,1.189,M,12,54,8,1989
378,CAN_polish,1.418,F,12,59,8,1989
379,CAN_polish,0.964,M,9,52,8,1989
380,CAN_polish,0.615,F,5,44,8,1989
381,CAN_polish,1.049,M,9,57,8,1989
382,CAN_polish,0.513,F,5,41,8,1989
383,CAN_polish,0.933,M,9,50,8,1989
384,CAN_polish,1.388,F,9,58,8,1989
385,CAN_polish,0.604,F,5,44,8,1989
386,CAN_polish,0.749,M,9,49,8,1989
387,CAN_polish,0.595,F,5,44,8,1989
388,CAN_polish,0.607,M,9,45,8,1989
389,CAN_polish,1.045,F,9,53,8,1989
390,CAN_polish,1.362,F,12,56,8,1989
391,CAN_polish,0.691,M,5,44,8,1989
392,CAN_polish,1.099,M,9,54,8,1989
393,CAN_polish,0.525,M,5,42,8,1989
394,CAN_polish,0.942,F,9,52,8,1989
395,CAN_polish,1.277,M,12,56,8,1989
396,CAN_polish,1.599,F,9,58,8,1989
397,CAN_polish,0.533,M,9,43,8,1989
398,CAN_polish,0.78,F,9,48,8,1989
399,CAN_polish,1.442,F,9,67,8,1989
400,CAN_polish,0.721,M,10,47,7,1990
401,CAN_polish,0.535,F,6,43,7,1990
402,CAN_polish,0.546,M,4,44,7,1990
403,CAN_polish,0.54,F,6,41,7,1990
404,CAN_polish,0.715,M,10,48,7,1990
405,CAN_polish,0.615,F,6,49,7,1990
406,CAN_polish,0.55,M,6,42,7,1990
407,CAN_polish,0.673,M,6,46,7,1990
408,CAN_polish,0.79,F,10,49,7,1990
409,CAN_polish,0.669,F,6,47,7,1990
410,CAN_polish,0.823,M,6,50,7,1990
411,CAN_polish,0.689,M,6,48,7,1990
412,CAN_polish,0.538,F,4,44,7,1990
413,CAN_polish,0.492,F,6,43,7,1990
414,CAN_polish,0.911,M,10,54,7,1990
415,CAN_polish,0.476,M,4,41,7,1990
416,CAN_polish,0.755,F,6,49,7,1990
417,CAN_polish,0.61,F,4,44,7,1990
418,CAN_polish,0.593,F,6,46,7,1990
419,CAN_polish,0.63,F,6,46,7,1990
420,CAN_polish,0.696,F,10,45,7,1990
421,CAN_polish,0.597,F,6,46,7,1990
422,CAN_polish,0.936,M,10,49,7,1990
423,CAN_polish,0.653,M,6,47,7,1990
424,CAN_polish,0.647,F,10,47,7,1990
425,CAN_polish,0.529,F,6,41,7,1990
426,CAN_polish,0.692,M,10,49,7,1990
427,CAN_polish,0.655,M,10,50,7,1990
428,CAN_polish,0.591,M,6,44,7,1990
429,CAN_polish,0.573,M,6,45,7,1990
430,CAN_polish,0.532,F,6,43,7,1990
431,CAN_polish,0.688,M,10,49,7,1990
432,CAN_polish,0.641,M,6,47,7,1990
433,CAN_polish,1.041,F,10,55,7,1990
434,CAN_polish,0.739,M,6,49,7,1990
435,CAN_polish,0.757,F,10,49,7,1990
436,CAN_polish,0.633,M,6,45,7,1990
437,CAN_polish,0.536,M,10,46,7,1990
438,CAN_polish,0.535,M,6,45,7,1990
439,CAN_polish,1.031,F,6,53,7,1990
440,CAN_polish,0.576,F,5,44,7,1990
441,CAN_polish,0.593,M,6,45,7,1990
442,CAN_polish,0.767,F,6,48,7,1990
443,CAN_polish,0.494,M,6,45,7,1990
444,CAN_polish,0.824,M,10,51,7,1990
445,CAN_polish,0.629,F,10,48,7,1990
446,CAN_polish,0.662,M,10,47,7,1990
447,CAN_polish,0.513,M,6,43,7,1990
448,CAN_polish,0.531,M,4,43,7,1990
449,CAN_polish,0.534,M,7,43,7,1990
450,CAN_polish,0.797,M,7,49,7,1990
451,CAN_polish,0.596,M,6,44,7,1990
452,CAN_polish,0.63,F,6,46,7,1990
453,CAN_polish,0.566,M,6,44,7,1990
454,CAN_polish,0.647,F,6,48,7,1990
455,CAN_polish,0.458,F,6,42,7,1990
456,CAN_polish,0.616,M,10,46,7,1990
457,CAN_polish,0.604,M,6,44,7,1990
458,CAN_polish,0.863,F,13,55,7,1990
459,CAN_polish,0.648,F,6,45,7,1990
460,CAN_polish,0.476,M,3,41,7,1990
461,CAN_polish,0.697,F,6,47,7,1990
462,CAN_polish,0.505,F,3,44,7,1990
463,CAN_polish,0.971,F,6,53,7,1990
464,CAN_polish,0.595,M,4,43,7,1990
465,CAN_polish,0.705,M,10,47,7,1990
466,CAN_polish,0.557,F,3,43,7,1990
467,CAN_polish,0.79,F,6,47,7,1990
468,CAN_polish,0.62,F,6,45,7,1990
469,CAN_polish,0.572,M,6,46,7,1990
470,CAN_polish,0.802,M,10,50,7,1990
471,CAN_polish,0.518,F,6,45,7,1990
472,CAN_polish,0.608,M,6,48,7,1990
473,CAN_polish,0.829,F,10,50,7,1990
474,CAN_polish,0.807,F,10,50,7,1990
475,CAN_polish,0.582,M,4,43,7,1990
476,CAN_polish,0.512,F,6,43,7,1990
477,CAN_polish,0.633,M,10,48,7,1990
478,CAN_polish,0.572,F,6,43,7,1990
479,CAN_polish,0.628,F,6,46,7,1990
480,CAN_polish,0.856,M,10,50,7,1990
481,CAN_polish,0.828,M,10,51,7,1990
482,CAN_polish,0.634,F,6,47,7,1990
483,CAN_polish,0.464,F,6,42,7,1990
484,CAN_polish,0.695,M,6,46,7,1990
485,CAN_polish,0.599,F,6,44,7,1990
486,CAN_polish,0.82,M,6,49,7,1990
487,CAN_polish,0.489,M,3,42,7,1990
488,CAN_jv,0.548,F,6,43,6,1990
489,CAN_jv,0.724,F,7,48,6,1990
490,CAN_jv,0.626,M,10,46,6,1990
491,CAN_jv,0.551,F,6,42,6,1990
492,CAN_jv,0.512,F,3,43,6,1990
493,CAN_jv,0.597,M,10,46,6,1990
494,CAN_jv,1.27,F,10,53,6,1990
495,CAN_jv,0.805,F,6,50,6,1990
496,CAN_jv,0.503,F,6,43,6,1990
497,CAN_jv,0.845,M,10,52,6,1990
498,CAN_jv,0.424,M,6,39,6,1990
499,CAN_jv,0.668,F,6,45,6,1990
500,CAN_jv,0.726,F,6,49,6,1990
501,CAN_jv,0.755,M,6,48,6,1990
502,CAN_jv,0.565,F,6,42,6,1990
503,CAN_jv,0.573,M,10,44,6,1990
504,CAN_jv,0.727,F,10,50,6,1990
505,CAN_jv,0.53,M,3,42,6,1990
506,CAN_jv,1.514,F,10,57,6,1990
507,CAN_jv,0.475,F,3,42,6,1990
508,CAN_jv,1.467,F,13,58,6,1990
509,CAN_jv,0.631,F,6,46,6,1990
510,CAN_jv,0.491,F,6,44,6,1990
511,CAN_jv,0.658,M,6,47,6,1990
512,CAN_jv,0.581,M,6,46,6,1990
513,CAN_jv,0.618,F,7,46,6,1990
514,CAN_jv,1.049,F,10,53,6,1990
515,CAN_jv,0.762,F,6,52,6,1990
516,CAN_jv,1.367,F,10,59,6,1990
517,CAN_jv,1.191,F,6,55,6,1990
518,CAN_jv,1.464,F,6,61,6,1990
519,CAN_jv,0.924,M,10,52,6,1990
520,CAN_jv,0.658,F,6,47,6,1990
521,CAN_jv,0.668,F,8,48,6,1990
522,CAN_jv,0.644,F,10,47,6,1990
523,CAN_jv,0.65,F,10,49,6,1990
524,CAN_jv,0.808,M,6,50,6,1990
525,CAN_jv,0.886,F,13,53,6,1990
526,CAN_jv,0.777,M,10,51,6,1990
527,CAN_jv,0.627,M,10,47,6,1990
528,CAN_jv,0.715,F,10,49,6,1990
529,CAN_jv,0.575,M,6,44,6,1990
530,CAN_jv,1.346,F,10,59,6,1990
531,CAN_jv,1.24,F,10,57,6,1990
532,CAN_jv,0.704,F,6,46,6,1990
533,CAN_jv,0.74,M,10,46,6,1990
534,CAN_jv,0.817,F,6,50,6,1990
535,CAN_jv,0.675,M,6,48,6,1990
536,CAN_jv,0.639,F,6,45,6,1990
537,CAN_jv,1.22,F,10,55,6,1990
538,CAN_jv,1.069,F,10,54,6,1990
539,CAN_jv,0.591,M,6,44,6,1990
540,CAN_jv,0.67,M,10,48,6,1990
541,CAN_jv,0.556,F,10,46,6,1990
542,CAN_jv,0.587,F,10,47,6,1990
543,CAN_jv,0.824,M,13,51,6,1990
544,CAN_jv,0.511,F,6,44,6,1990
545,CAN_jv,0.973,M,17,58,6,1990
546,CAN_jv,0.762,F,6,49,6,1990
547,CAN_jv,0.496,M,6,43,6,1990
548,CAN_jv,1.14,F,10,63,6,1990
549,CAN_jv,1.285,F,6,56,6,1990
550,CAN_jv,0.7,F,10,48,6,1990
551,CAN_jv,0.636,M,10,48,6,1990
552,CAN_jv,0.632,M,10,48,6,1990
553,CAN_jv,1.354,F,13,59,6,1990
554,CAN_jv,0.73,M,10,51,6,1990
555,CAN_jv,0.332,M,3,42,6,1990
556,CAN_jv,1.262,F,6,55,6,1990
557,CAN_jv,0.612,F,6,42,6,1990
558,CAN_jv,0.634,F,6,45,6,1990
559,CAN_jv,0.517,M,10,44,6,1990
560,CAN_jv,1.099,F,10,54,6,1990
561,CAN_jv,0.911,F,10,52,6,1990
562,CAN_jv,0.848,F,10,48,6,1990
563,CAN_jv,1.441,F,13,64,6,1990
564,CAN_jv,0.766,F,10,51,6,1990
565,CAN_jv,0.78,F,10,51,6,1990
566,CAN_jv,0.646,F,11,48,6,1990
567,CAN_jv,0.644,M,10,49,6,1990
568,CAN_jv,0.556,M,6,42,6,1990
569,CAN_jv,1.401,F,10,63,6,1990
570,CAN_jv,0.581,M,6,43,6,1990
571,CAN_jv,0.615,M,6,46,6,1990
572,CAN_jv,0.594,M,6,45,6,1990
573,CAN_jv,1.069,F,10,54,6,1990
574,CAN_jv,1.619,F,6,56,6,1990
575,CAN_jv,1.125,F,10,54,6,1990
576,CAN_jv,1.169,F,7,56,6,1990
577,CAN_jv,1.472,F,10,63,6,1990
578,CAN_jv,0.853,F,11,55,6,1990
579,CAN_jv,0.927,F,10,54,6,1990
580,CAN_jv,0.458,M,10,44,6,1990
581,CAN_jv,0.59,F,6,44,6,1990
582,CAN_jv,0.649,F,8,44,6,1990
