"NatM_p_1_Fem_GP_1","SR_LN(R0)","SR_BH_steep","Q_extraSD_2_Acoustic_Survey"
0.240396,14.9896,0.883551,0.279068
0.198089,14.6933,0.884264,0.318803
0.201801,14.8004,0.735129,0.584803
0.243287,15.1724,0.735577,0.447259
0.234672,14.8837,0.852012,0.639935
0.245496,14.8691,0.775982,0.595531
0.235491,14.9749,0.754299,0.456306
0.219205,14.7044,0.884747,0.432325
0.222132,14.7435,0.672402,0.370139
0.225063,14.8882,0.7763,0.323956
0.210952,14.7606,0.73984,0.444083
0.222,14.9602,0.674182,0.544064
0.199366,14.4903,0.879002,0.202578
0.222948,14.9016,0.784092,0.46159
0.190843,14.3371,0.96354,0.335885
0.24705,15.0417,0.939925,0.581032
0.219631,14.8498,0.826715,0.429918
0.221802,15.1388,0.749187,0.380561
0.219478,14.6841,0.892762,0.323148
0.249449,15.0915,0.762679,0.426251
0.216618,14.737,0.932206,0.543158
0.210403,14.8271,0.785577,0.223233
0.224079,14.7512,0.621574,0.314197
0.19392,14.6096,0.813167,0.338172
0.258407,15.3837,0.782776,0.373166
0.212489,14.9191,0.65337,0.326532
0.24153,15.0073,0.897838,0.536488
0.202758,14.5893,0.903592,0.349011
0.229576,14.9581,0.883122,0.290824
0.237556,14.9392,0.816188,0.400109
0.221031,14.893,0.739038,0.409886
0.196495,14.7293,0.779276,0.507671
0.245458,15.1324,0.901301,0.303637
0.22376,14.7665,0.901879,0.475829
0.246758,15.0247,0.846773,0.361569
0.231443,14.7679,0.86433,0.301018
0.208515,14.695,0.831417,0.238012
0.255968,15.0786,0.797987,0.3329
0.195858,14.7043,0.802597,0.277244
0.230334,14.7291,0.910208,0.566843
0.200776,14.6698,0.827834,0.302156
0.189876,14.3913,0.885953,0.348756
0.263292,15.1499,0.79128,0.301708
0.256502,15.3032,0.674112,0.568018
0.236522,14.9141,0.881094,0.295882
0.235162,14.9594,0.881108,0.321074
0.239463,15.1889,0.834422,0.350943
0.248542,15.0856,0.842024,0.504239
0.201193,14.6165,0.854665,0.493597
0.197563,14.5333,0.749336,0.337955
0.202586,14.6586,0.791982,0.300727
0.221056,14.6402,0.743935,0.404944
0.208416,14.7813,0.86008,0.523664
0.205943,14.6583,0.975161,0.421284
0.22771,15.1767,0.701663,0.627498
0.235773,15.0163,0.617027,0.359408
0.250534,15.1685,0.839421,0.412227
0.218089,14.8626,0.856077,0.392239
0.226055,15.0546,0.713306,0.380113
0.203834,14.6961,0.807912,0.277905
0.237062,14.9975,0.939737,0.38267
0.204056,14.5904,0.860467,0.364421
0.220743,14.6428,0.961559,0.405192
0.20034,14.3523,0.780701,0.488034
0.243184,14.962,0.669921,0.450709
0.245755,15.1296,0.920715,0.699581
0.228376,15.0474,0.816708,0.335354
0.238275,15.1718,0.656913,0.633513
0.29439,15.5178,0.893654,0.291465
0.21711,14.7708,0.939981,0.527568
0.23153,14.9067,0.644788,0.292911
0.224903,14.85,0.902041,0.513309
0.215357,14.5759,0.822322,0.38269
0.24125,15.1381,0.656802,0.330107
0.245282,15.1375,0.952513,0.275657
0.212359,14.7189,0.77029,0.341436
0.233502,14.9213,0.929577,0.305725
0.220586,14.9135,0.873692,0.303613
0.202509,14.6962,0.889701,0.280786
0.242191,15.083,0.860952,0.568955
0.23267,14.8098,0.930144,0.326421
0.246336,15.0819,0.891457,0.467502
0.240682,14.956,0.929391,0.573994
0.253984,15.0823,0.790398,0.467952
0.220634,14.7321,0.822272,0.298416
0.2072,14.7772,0.93287,0.425395
0.219352,14.6481,0.952362,0.318509
0.230922,15.0144,0.830466,0.309763
0.217469,14.9055,0.90657,0.263665
0.243818,15.2477,0.789325,0.567683
0.25898,15.3247,0.946507,0.635331
0.267777,15.272,0.930721,0.301929
0.21395,15.0345,0.534986,0.422258
0.238084,14.9583,0.937554,0.302387
0.222753,14.8481,0.739688,0.469867
0.232767,15.1126,0.678304,0.571096
0.220476,14.81,0.856909,0.345545
0.243553,15.1158,0.683757,0.422494
0.218325,14.8606,0.858592,0.304959
0.242881,15.1682,0.900377,0.322213
0.225049,14.9898,0.751209,0.260693
0.229363,15.0492,0.597053,0.257979
0.212184,14.6072,0.869989,0.15729
0.21766,14.7264,0.763267,0.375781
0.206196,14.7315,0.823668,0.145153
0.270261,15.3829,0.747223,0.352933
0.205872,14.6889,0.688586,0.265343
0.232493,14.8662,0.866295,0.311204
0.248679,15.2318,0.631777,0.275234
0.212706,14.6556,0.979784,0.373858
0.198534,14.9747,0.801329,0.702312
0.249001,15.0229,0.876923,0.273926
0.211422,14.823,0.982957,0.654804
0.226216,15.0782,0.898455,0.628337
0.231439,15.1778,0.745877,0.36975
0.210404,14.6343,0.888134,0.436658
0.210779,14.7072,0.807741,0.31146
0.215994,14.549,0.907423,0.61886
0.210373,14.818,0.765713,0.285095
0.242688,15.0889,0.886185,0.410784
0.225144,14.9492,0.725466,0.348538
0.248364,15.0239,0.952739,0.372536
0.225951,14.8926,0.802585,0.319296
0.202079,14.6906,0.937708,0.238972
0.233482,15.0784,0.685639,0.361499
0.228254,15.0095,0.748104,0.370069
0.202008,14.5972,0.847551,0.671396
0.197631,14.4759,0.922795,0.193706
0.197436,14.9132,0.772766,0.427394
0.225046,14.8512,0.786602,0.307843
0.209496,14.5583,0.841025,0.366734
0.231343,15.0944,0.785658,0.303004
0.204526,14.7644,0.767993,0.416064
0.214115,14.6114,0.935285,0.384819
0.228174,14.8588,0.660051,0.600298
0.249083,14.9925,0.933463,0.368047
0.227854,14.9204,0.853366,0.293844
0.229679,15.1084,0.845281,0.306331
0.249616,15.1843,0.811952,0.331153
0.211195,14.7547,0.682199,0.349825
0.212565,14.8743,0.703819,0.358244
0.21324,14.9407,0.699931,0.399819
0.233207,15.0189,0.833779,0.34799
0.211123,14.9495,0.563618,0.504801
0.268806,15.4349,0.84895,0.338244
0.196099,14.5239,0.871537,0.462597
0.253647,15.1372,0.948155,0.40217
0.255952,15.4381,0.724406,0.642042
0.226565,14.9268,0.821569,0.56542
0.212553,14.6939,0.851893,0.253246
0.242955,15.1695,0.848805,0.328954
0.221127,14.934,0.728,0.67831
0.246416,15.279,0.643355,0.32001
0.223979,14.8768,0.676531,0.529415
0.228415,14.9329,0.801095,0.314247
0.216659,14.7224,0.850979,0.241572
0.193435,14.5639,0.750397,0.517555
0.226196,14.7575,0.904529,0.140434
0.238561,15.0097,0.733037,0.445562
0.217406,14.757,0.848365,0.28903
0.229992,14.8754,0.785494,0.378914
0.220057,14.8785,0.812852,0.364041
0.212235,14.7117,0.685636,0.306706
0.206923,14.7307,0.835151,0.482282
0.214771,14.8331,0.961806,0.392064
0.242177,15.1035,0.675427,0.276295
0.230733,15.2248,0.688685,0.270199
0.248496,14.9624,0.805431,0.459679
0.227032,14.983,0.893045,0.232766
0.247663,15.0046,0.652347,0.374396
0.251132,15.2103,0.592672,0.580157
0.239787,14.9498,0.891593,0.565371
0.233617,14.8426,0.939159,0.339606
0.222923,14.954,0.714777,0.33857
0.242302,15.1426,0.854898,0.294972
0.200496,14.6636,0.745141,0.299371
0.219582,15.0021,0.648052,0.54362
0.20363,14.6785,0.882365,0.322664
0.206198,14.58,0.814506,0.194354
0.22426,15.1074,0.783503,0.41564
0.236824,15.1361,0.906152,0.292295
0.184897,14.634,0.81971,0.372153
0.203989,14.669,0.652897,0.262589
0.205621,14.824,0.732482,0.329327
0.223255,14.9047,0.904388,0.400809
0.240893,15.287,0.68264,0.46236
0.225584,14.9534,0.752574,0.289303
0.195479,14.8181,0.6351,0.292095
0.21175,14.8739,0.800744,0.631313
0.227454,15.0071,0.712969,0.532536
0.222643,15.0099,0.901457,0.530168
0.227272,14.8804,0.869419,0.296529
0.234386,14.9033,0.887386,0.357231
0.203406,14.6145,0.866462,0.309042
0.253658,15.0944,0.721818,0.319103
0.203641,14.804,0.810868,0.280694
0.212837,14.6715,0.839066,0.38143
0.227983,14.9018,0.824598,0.537349
0.25694,15.1354,0.72715,0.477583
0.228361,14.98,0.572782,0.221469
0.20991,14.6703,0.860229,0.351454
0.195774,14.6812,0.686126,0.43821
0.245734,15.1752,0.812684,0.341371
0.226081,14.8753,0.55386,0.496468
0.226608,14.9567,0.784243,0.396741
0.25336,15.1259,0.798058,0.426062
0.219603,14.7882,0.859787,0.495426
0.223033,14.9476,0.845779,0.396342
0.216119,14.8002,0.837417,0.395471
0.223802,14.8924,0.841431,0.401304
0.217287,14.8708,0.864123,0.350215
0.233282,14.9989,0.843659,0.400421
0.253241,15.2389,0.8186,0.373824
0.213835,14.6945,0.883371,0.42389
0.208197,14.6442,0.823242,0.405526
0.231472,14.938,0.704852,0.518182
0.196847,14.6635,0.742046,0.257242
0.255475,15.1631,0.806807,0.504928
0.228059,15.0024,0.812347,0.395155
0.216235,14.8994,0.692799,0.383827
0.21079,14.7466,0.904412,0.422421
0.22354,14.7836,0.708855,0.590531
0.224016,15.0641,0.908707,0.360096
0.262598,15.3744,0.813164,0.312156
0.204008,14.8055,0.882152,0.47362
0.215474,14.8268,0.720433,0.332265
0.232538,14.8472,0.862632,0.384196
0.223616,14.7959,0.867916,0.410458
0.211894,14.7793,0.834385,0.307359
0.204026,14.6561,0.945404,0.366905
0.255642,15.1459,0.756988,0.488022
0.227017,14.9165,0.878969,0.287336
0.20625,14.6417,0.734975,0.34248
0.213926,14.8196,0.839181,0.348524
0.207548,14.7257,0.841935,0.281543
0.219198,14.9096,0.796165,0.355716
0.230746,14.8943,0.962033,0.338186
0.211171,14.6717,0.947214,0.236202
0.21812,14.9113,0.696395,0.448093
0.232459,15.0909,0.705819,0.615427
0.217651,14.962,0.788702,0.542862
0.203706,14.5877,0.755521,0.385342
0.212903,14.9218,0.685387,0.324595
0.216663,14.8913,0.670957,0.407859
0.184141,14.2826,0.723551,0.275993
0.23312,15.0148,0.838861,0.254589
0.217158,14.6813,0.874891,0.397766
0.218463,14.8323,0.91621,0.660603
0.214713,14.7241,0.75156,0.489393
0.226233,15.0907,0.778733,0.299767
0.229526,14.9584,0.909721,0.281756
0.242017,14.9293,0.85835,0.551579
0.200203,14.5972,0.69646,0.332688
0.228581,14.9021,0.917924,0.872539
0.266808,15.1626,0.905404,0.414309
0.24236,15.0853,0.955332,0.343665
0.215206,14.8061,0.913799,0.299694
0.207128,14.9379,0.739846,0.437063
0.22059,14.6468,0.920207,0.305919
0.229226,14.8547,0.882453,0.503797
0.212026,14.8725,0.818446,0.453901
0.196001,14.6364,0.923595,0.478461
0.207173,14.7212,0.62142,0.389929
0.225678,14.8707,0.80178,0.317787
0.256666,15.3142,0.692716,0.534478
0.209297,14.8767,0.69714,0.564828
0.202422,14.6017,0.8098,0.521526
0.23702,14.993,0.813524,0.399182
0.244997,15.0845,0.848769,0.313704
0.240878,15.0675,0.773954,0.473821
0.207143,15.0222,0.615077,0.302118
0.238578,14.966,0.952791,0.390528
0.209167,14.7076,0.858553,0.344795
0.245241,14.9767,0.851086,0.420527
0.222459,14.9053,0.892857,0.475011
0.219326,14.8952,0.790435,0.474548
0.213376,15.0163,0.7319,0.337847
0.196684,14.4606,0.850477,0.414304
0.225035,15.0959,0.793302,0.359603
0.224725,14.6753,0.899407,0.293577
0.23772,15.0062,0.764736,0.494087
0.279865,15.4833,0.908061,0.226
0.202393,14.6843,0.838745,0.418413
0.243696,15.1177,0.933137,0.38296
0.207934,14.8123,0.607547,0.234411
0.209406,14.7549,0.884148,0.45278
0.239955,14.9977,0.885108,0.412732
0.215802,14.7968,0.979342,0.42005
0.204478,14.7739,0.588292,0.36481
0.220375,14.5905,0.936289,0.468243
0.198596,14.6924,0.820805,0.599534
0.244559,15.1452,0.716244,0.347399
0.208593,14.8043,0.805935,0.684229
0.241064,15.0307,0.843175,0.461316
0.213238,14.6598,0.834031,0.481935
0.206547,14.7303,0.836734,0.333401
0.199082,14.5785,0.934928,0.331399
0.208592,14.6133,0.858146,0.603192
0.235511,14.8566,0.722527,0.454312
0.23171,14.7728,0.666831,0.458362
0.205914,14.7153,0.920749,0.525633
0.208741,14.7554,0.761727,0.317943
0.234719,15.0873,0.891951,0.233452
0.214317,14.8209,0.78254,0.578222
0.236876,14.8485,0.825597,0.47047
0.222179,14.9098,0.800141,0.490445
0.251727,14.9087,0.766365,0.565602
0.238436,15.0045,0.863707,0.449756
0.247576,15.1094,0.781502,0.271507
0.212301,14.7352,0.851324,0.385567
0.246041,15.0857,0.684462,0.395316
0.242925,15.1597,0.685228,0.63718
0.192994,14.6522,0.85684,0.430105
0.209257,14.779,0.706769,0.347537
0.241401,15.2036,0.91765,0.596317
0.217983,15.0807,0.835957,0.299897
0.229234,15.1813,0.692616,0.543215
0.204003,14.8259,0.60892,0.390056
0.264906,15.3327,0.718689,0.349939
0.214794,14.8507,0.818123,0.750874
0.24183,15.2228,0.912084,0.376328
0.241917,14.9889,0.920504,0.442942
0.240863,15.24,0.625033,0.67588
0.245135,15.2189,0.831981,0.394415
0.225016,14.9164,0.696794,0.378121
0.261447,15.2737,0.819847,0.456145
0.196659,14.4661,0.886128,0.254894
0.193557,14.5292,0.901259,0.232009
0.241284,14.9845,0.881728,0.434102
0.24711,15.0444,0.849693,0.264528
0.24686,15.3741,0.675237,0.338445
0.243713,15.2387,0.608704,0.274178
0.205818,14.5985,0.884036,0.496681
0.220023,14.763,0.825043,0.422297
0.223395,14.6582,0.688885,0.301039
0.219194,14.8263,0.885347,0.322196
0.228995,14.9318,0.792634,0.806823
0.190891,14.41,0.890115,0.386112
0.233209,15.0161,0.720431,0.325062
0.251839,14.9719,0.590004,0.476901
0.243529,15.0292,0.686276,0.233806
0.220217,14.7449,0.910717,0.973778
0.210488,14.7693,0.842183,0.198065
0.194404,14.4472,0.897986,0.159788
0.193933,14.5679,0.744167,0.674161
0.272337,15.364,0.9101,0.280791
0.201962,14.7082,0.779313,0.478071
0.240416,15.067,0.827203,0.606848
0.235063,15.0455,0.69996,0.394789
0.238235,15.0049,0.775312,0.287334
0.211344,14.9281,0.817674,0.561426
0.214341,14.7277,0.779457,0.28137
0.219844,14.7382,0.681056,0.255203
0.209927,14.8819,0.706009,0.447549
0.212943,14.8206,0.680815,0.260163
0.190821,14.4719,0.820568,0.43191
0.213552,14.8251,0.833084,0.423188
0.236074,14.9359,0.754513,0.233099
0.235496,14.8912,0.806517,0.444606
0.202526,14.6736,0.870651,0.448856
0.235419,14.9654,0.93865,0.739981
0.241138,15.1507,0.734826,0.322036
0.219781,14.6847,0.67794,0.437528
0.209167,14.9101,0.790515,0.713552
0.214265,14.7262,0.930286,0.250076
0.199749,14.6644,0.764575,0.338092
0.230969,15.021,0.74855,0.681348
0.240299,15.0366,0.938681,0.381523
0.222619,14.8592,0.876195,0.349392
0.20722,14.6786,0.65089,0.242619
0.190774,14.5676,0.801886,0.397694
0.228117,15.0311,0.819975,0.217964
0.213866,14.7351,0.797907,0.397339
0.197029,14.5599,0.836887,0.345043
0.24801,15.2379,0.822788,0.385287
0.235015,15.0299,0.708043,0.371562
0.219173,14.9372,0.66746,0.454052
0.222385,14.9799,0.89487,0.651053
0.232647,14.9983,0.779719,0.849354
0.217061,14.957,0.868499,0.319459
0.226181,14.8867,0.951126,0.553483
0.213903,14.6864,0.772782,0.323231
0.242809,15.1871,0.69241,0.316063
0.228505,15.1595,0.794931,0.252137
0.226396,14.8759,0.945212,0.214436
0.182469,14.4966,0.751237,0.718334
0.218066,14.8395,0.934817,0.289446
0.220493,14.7703,0.763867,0.273237
0.219695,14.893,0.62051,0.353286
0.211686,14.785,0.877346,0.565512
0.241251,14.9262,0.963608,0.302518
0.227277,14.9961,0.687725,0.353783
0.276543,15.3427,0.936318,0.380449
0.225429,15.0015,0.651883,0.553934
0.234349,14.8865,0.925196,0.531237
0.230927,14.8717,0.880444,0.384277
0.214272,14.7763,0.653842,0.491305
0.230188,14.788,0.790687,0.445051
0.224366,14.8349,0.891455,0.206262
0.208788,14.6865,0.681907,0.395962
0.256479,15.1847,0.829649,0.512143
0.230083,15.0627,0.732931,0.274991
0.264117,15.3467,0.69993,0.207208
0.220071,14.6435,0.866649,0.379467
0.200276,14.8114,0.856561,0.3033
0.233084,14.9014,0.813801,0.242807
0.221841,14.9382,0.907306,0.407827
0.204396,14.7942,0.714869,0.755242
0.187761,14.554,0.952427,0.209338
0.24511,15.0356,0.683255,0.30993
0.240065,15.0889,0.686921,0.330503
0.2097,14.82,0.767624,0.33401
0.240674,15.2238,0.751915,0.477808
0.208141,14.7418,0.728257,0.332505
0.203801,14.7792,0.741413,0.196594
0.218241,14.701,0.92809,0.35043
0.19205,14.5859,0.631498,0.240815
0.24318,15.0305,0.867849,0.306164
0.235278,14.9378,0.965324,0.345198
0.213329,14.638,0.874529,0.475669
0.237526,14.9321,0.889777,0.455982
0.222923,14.8794,0.845962,0.271263
0.243022,15.093,0.852291,0.374277
0.235302,15.0585,0.672119,0.308728
0.210339,14.6299,0.935819,0.32964
0.223831,14.8313,0.896424,0.310077
0.191803,14.6679,0.960811,0.24406
0.197559,14.4399,0.922559,0.425406
0.249461,15.1628,0.820335,0.415801
0.213901,14.9512,0.84498,0.353165
0.286039,15.6508,0.463439,0.535209
0.231789,15.0217,0.774518,0.273766
0.24778,15.283,0.801687,0.521273
0.24328,15.0551,0.840692,0.23497
0.214248,14.8535,0.897974,0.297156
0.230899,15.0633,0.729211,0.280964
0.215651,14.8005,0.82496,0.274429
0.230712,15.0932,0.66006,0.415758
0.217266,14.9765,0.909397,0.341801
0.231462,15.025,0.737959,0.224536
0.212591,14.8672,0.921368,0.312713
0.22581,14.9293,0.872257,0.409131
0.208575,14.6969,0.897365,0.17495
0.174841,14.228,0.890724,0.293975
0.201868,14.6746,0.64527,0.332617
0.249844,15.0482,0.902902,0.445897
0.229812,15.1022,0.928403,0.504814
0.195867,14.7769,0.801949,0.574255
0.190283,14.6642,0.694508,0.442007
0.244476,15.0531,0.927868,0.280442
0.217661,14.7764,0.752644,0.334067
0.232685,14.8997,0.772693,0.566727
0.187564,14.4787,0.850882,0.350803
0.232518,15.1041,0.745446,0.700125
0.222496,14.8478,0.83738,0.515047
0.21655,14.9372,0.737606,0.438589
0.233621,14.9529,0.719392,0.227578
0.249203,15.0404,0.81368,0.228326
0.209869,14.8516,0.777171,0.596495
0.20775,14.5472,0.915391,0.520465
0.233363,14.7453,0.686291,0.383561
0.241585,15.0365,0.678008,0.417804
0.227753,14.9907,0.877453,0.290632
0.219779,15.0074,0.833756,0.351867
0.22394,15.119,0.760696,0.467128
0.194852,14.678,0.624163,0.295824
0.225307,14.9737,0.754426,0.475702
0.206271,14.8633,0.903354,0.43357
0.193945,14.721,0.810588,0.270943
0.203624,14.6282,0.738612,0.451992
0.197032,14.5975,0.833143,0.46913
0.22598,15.0545,0.778079,0.343828
0.230225,14.9786,0.800611,0.223991
0.1971,14.5748,0.877554,0.257774
0.217648,14.6179,0.857832,0.325005
0.242464,15.1921,0.881851,0.450918
0.220042,14.5759,0.681308,0.322071
0.227278,14.9454,0.704247,0.255098
0.225928,14.8473,0.953314,0.500525
0.220444,14.8885,0.925727,0.231598
0.208605,14.7827,0.855102,0.326259
0.234885,15.3741,0.55358,0.350425
0.239321,15.3038,0.625713,0.248249
0.221632,14.9298,0.775527,0.370009
0.181199,14.5251,0.852548,0.453644
0.245971,15.2133,0.893981,0.362064
0.212087,14.7869,0.967756,0.424586
0.226317,14.7491,0.897575,0.751793
0.212572,14.8801,0.788683,0.482602
0.21365,14.8466,0.74009,0.278319
0.196039,14.6036,0.77814,0.359983
0.209429,14.8826,0.754,0.277449
0.230152,14.8671,0.812819,0.48871
0.258533,15.1825,0.826671,0.358804
0.227533,14.9511,0.730598,0.309574
0.203503,14.6106,0.77136,0.286915
0.234665,15.0664,0.91482,0.413142
0.213476,14.8035,0.688906,0.603863
0.207113,14.6511,0.921104,0.40386
0.263168,15.4117,0.889729,0.404592
0.255699,15.3198,0.805392,0.476348
0.196854,14.5359,0.811499,0.3188
0.246158,14.9431,0.507123,0.373777
0.209715,14.6508,0.992586,0.298858
0.249341,15.0936,0.820888,0.255552
0.224738,15.1259,0.598884,0.642388
0.224422,14.7281,0.868188,0.463841
0.219545,14.6801,0.794731,0.386057
0.21967,14.6456,0.783353,0.783531
0.234328,14.9257,0.758785,0.23218
0.203648,14.7781,0.729299,0.430456
0.194033,14.5206,0.958255,0.580648
0.236473,15.4083,0.582271,0.607884
0.224947,14.8854,0.780303,0.3966
0.219066,14.8574,0.645107,0.196395
0.237758,15.1794,0.744777,0.321852
0.205898,14.809,0.581603,0.551868
0.250549,14.9506,0.938008,0.550662
0.216251,14.8658,0.80126,0.361351
0.236475,15.1087,0.736797,0.677723
0.237354,14.9826,0.631305,0.338008
0.235471,14.9912,0.971832,0.46854
0.212713,14.8564,0.923156,0.263259
0.222117,14.7196,0.820778,0.325208
0.252517,15.3906,0.766602,0.581956
0.210263,14.9418,0.58079,0.377153
0.221277,15.0076,0.683535,0.395724
0.191352,14.5223,0.924027,0.642315
0.213126,14.7157,0.78751,0.30634
0.267647,15.4506,0.772677,0.354556
0.242771,15.2643,0.888063,0.349717
0.260602,15.1005,0.725451,0.376019
0.224098,14.9986,0.901801,0.631211
0.250371,15.2158,0.739285,0.38209
0.208664,14.7514,0.736815,0.404975
0.263421,15.2961,0.913272,0.476922
0.228899,14.9722,0.879114,0.47703
0.202544,14.7865,0.819544,0.330197
0.195321,14.6489,0.541711,0.412764
0.191898,14.3978,0.708026,0.502543
0.255289,15.1077,0.813417,0.337966
0.23518,14.9181,0.823358,0.614166
0.220008,14.7884,0.884136,0.396984
0.26706,15.5905,0.717862,0.589573
0.206844,14.593,0.901038,0.301811
0.203654,14.6509,0.946678,0.413987
0.241943,15.1485,0.828652,0.499758
0.241617,15.192,0.781428,0.473241
0.226521,14.7703,0.901998,0.355352
0.281896,15.5218,0.758542,0.384761
0.221477,14.7765,0.900017,0.37571
0.262895,15.4016,0.71422,0.364615
0.23326,15.1178,0.891431,0.422507
0.236388,14.9119,0.793237,0.343128
0.204979,14.7482,0.782538,0.305092
0.216927,14.9047,0.787684,0.502088
0.209841,14.8053,0.813837,0.394784
0.219293,14.8338,0.843257,0.930387
0.199591,14.686,0.879251,0.22324
0.220571,14.899,0.946694,0.440831
0.215839,14.8765,0.88099,0.579462
0.238504,15.2089,0.828514,0.3731
0.19691,14.6476,0.768103,0.403242
0.205123,14.7223,0.766109,0.408812
0.249092,15.1234,0.740421,0.314259
0.237142,15.0673,0.593104,0.444847
0.213676,14.8525,0.957009,0.486203
0.214503,14.8006,0.738796,0.299368
0.210808,14.8554,0.812243,0.3523
0.209667,14.7209,0.753046,0.492973
0.237852,15.1769,0.58986,0.346972
0.204819,14.7868,0.827989,0.475376
0.210548,14.7463,0.745381,0.494525
0.222847,14.9711,0.76789,0.384473
0.238507,15.0149,0.868599,0.563361
0.227016,14.9186,0.702672,0.455264
0.231371,14.9768,0.762966,0.186482
0.233601,15.0096,0.845828,0.224673
0.190247,14.5531,0.792258,0.386956
0.217664,14.5982,0.907647,0.339686
0.234633,15.0896,0.69661,0.369474
0.226829,15.1021,0.483456,0.411
0.199118,14.9152,0.887207,0.300188
0.232064,14.8738,0.970873,0.330459
0.234459,15.0479,0.617777,0.503287
0.210043,14.6274,0.799104,0.343869
0.217818,14.729,0.937746,0.275298
0.243012,14.9505,0.69333,0.310767
0.232996,14.9292,0.807568,0.309536
0.212804,14.8479,0.823653,0.411527
0.245365,15.2198,0.775458,0.318016
0.197759,14.5719,0.808135,0.284101
0.202013,14.6076,0.855556,0.235313
0.225982,14.9212,0.85852,0.290908
0.242315,14.9319,0.720655,0.405976
0.18646,14.5761,0.815686,0.282065
0.194423,14.5831,0.837519,0.338716
0.217916,14.8155,0.782728,0.231674
0.228116,14.8953,0.792524,0.563333
0.23256,15.0201,0.628889,0.419341
0.199356,14.654,0.783754,0.284977
0.178756,14.4064,0.959654,0.418973
0.223226,14.84,0.820616,0.275905
0.197897,14.7009,0.787145,0.365778
0.191317,14.6328,0.869897,0.234084
0.239823,15.1755,0.895866,0.785495
0.215035,15.1278,0.717847,0.451596
0.23437,15.093,0.864845,0.321671
0.16882,14.4683,0.883053,0.656838
0.209539,14.697,0.900911,0.344966
0.209393,14.7278,0.803371,0.60809
0.190764,14.7215,0.644756,0.299817
0.225249,14.7255,0.847956,0.670202
0.242893,15.2098,0.754559,0.253816
0.207851,14.5937,0.7985,0.540944
0.241173,15.064,0.928124,0.398754
0.239104,15.0997,0.836401,0.746441
0.192662,14.5845,0.760049,0.331949
0.191159,14.3793,0.923576,0.228884
0.210088,14.6549,0.786937,0.288193
0.240217,15.243,0.668966,0.639028
0.274843,15.4291,0.680936,0.409483
0.237984,14.9916,0.861604,0.306996
0.237763,14.8201,0.910076,0.415317
0.225462,14.9964,0.646716,0.42392
0.242472,14.96,0.772893,0.362806
0.22265,15.0735,0.85173,0.38591
0.235401,15.0194,0.46306,0.435786
0.247139,15.0191,0.65056,0.40532
0.251485,15.2663,0.645936,0.509797
0.21829,14.9342,0.598894,0.319322
0.194404,14.6439,0.790367,0.401976
0.223281,14.8981,0.652489,0.314133
0.237112,14.9136,0.86618,0.288446
0.248908,15.126,0.633725,0.227678
0.182547,14.6772,0.79208,0.570248
0.252984,15.2166,0.894057,0.535559
0.260107,15.3864,0.647824,0.51296
0.256397,15.5524,0.519663,0.4345
0.208758,15.0402,0.498798,0.446717
0.241347,15.1958,0.555812,0.323636
0.230236,14.8795,0.910601,0.532132
0.196789,14.7186,0.692665,0.322706
0.193887,14.6184,0.872634,0.492381
0.193246,14.6817,0.87956,0.427747
0.203081,14.8535,0.881594,0.35149
0.264082,15.4126,0.663266,0.329218
0.20804,14.7294,0.804851,0.34148
0.211476,14.8207,0.79029,0.371532
0.228638,15.054,0.853619,0.34271
0.222741,14.9624,0.72365,0.503128
0.232928,15.0422,0.936521,0.521572
0.231354,14.9546,0.796275,0.250763
0.211745,14.7462,0.820517,0.507588
0.23361,15.0153,0.79967,0.330365
0.237063,15.0397,0.846873,0.40974
0.216937,14.8139,0.995283,0.366782
0.256539,15.1462,0.639052,0.255003
0.202403,14.8584,0.774407,0.417718
0.211548,14.5927,0.931173,0.230322
0.191617,14.5982,0.807338,0.546271
0.230137,15.1839,0.784543,0.428902
0.231218,14.8348,0.861694,0.429143
0.207048,14.703,0.97908,0.248665
0.222078,14.9009,0.803981,0.555067
0.23681,14.9703,0.901575,0.61725
0.242783,15.0976,0.941648,0.541562
0.241399,14.8834,0.927569,0.430305
0.234132,14.9258,0.768407,0.463352
0.245802,15.0969,0.803178,0.29673
0.231094,15.0884,0.940037,0.441005
0.245166,15.1423,0.882185,0.635536
0.233512,15.114,0.870979,0.436233
0.253376,15.322,0.807672,0.565696
0.245322,15.1286,0.894371,0.592692
0.219224,15.0125,0.522679,0.426115
0.20427,14.5811,0.882928,0.390458
0.202936,14.6802,0.789402,0.408599
0.232441,14.9949,0.724376,0.555554
0.221718,14.9485,0.833687,0.515567
0.219275,14.8552,0.756034,0.468315
0.208256,14.5684,0.724219,0.291579
0.217705,14.616,0.722471,0.311888
0.229117,14.9179,0.879473,0.2852
0.225661,15.0681,0.855484,0.311167
0.223275,14.9692,0.758025,0.213909
0.216278,14.7503,0.922401,0.521498
0.240963,14.9365,0.827985,0.29582
0.239972,15.0496,0.855352,0.341228
0.231768,14.9324,0.686234,0.301574
0.23309,14.7546,0.847189,0.28392
0.214551,14.8088,0.892989,0.720084
0.250452,15.0468,0.868466,0.203045
0.208881,14.7126,0.829717,0.655872
0.22753,14.9874,0.617511,0.383836
0.162023,14.3759,0.866908,0.427355
0.21788,14.8408,0.881923,0.315287
0.23946,15.0779,0.776597,0.27812
0.255825,15.1501,0.673203,0.803389
0.206982,14.8009,0.842587,0.554843
