Source,Weight_kg,Sex,Age_yrs,Length_cm,Month,Year
ATSEA,0.65,M,11,49,5,2010
ATSEA,0.54,F,5,48,5,2010
ATSEA,0.57,F,4,45,5,2010
ATSEA,1.08,F,11,60,5,2010
ATSEA,0.42,M,4,41,5,2010
ATSEA,0.5,F,4,44,5,2010
ATSEA,0.77,F,7,51,5,2010
ATSEA,0.99,F,7,56,5,2010
ATSEA,0.36,M,4,40,5,2010
ATSEA,0.43,M,4,43,5,2010
ATSEA,0.31,F,4,38,5,2010
ATSEA,0.37,M,5,41,5,2010
ATSEA,0.44,M,4,43,5,2010
ATSEA,0.47,M,4,43,5,2010
ATSEA,0.38,M,4,42,5,2010
ATSEA,0.51,M,6,43,5,2010
ATSEA,0.49,F,5,43,5,2010
ATSEA,0.43,M,5,42,5,2010
ATSEA,0.38,F,4,41,5,2010
ATSEA,0.43,F,5,43,5,2010
ATSEA,0.42,F,4,42,5,2010
ATSEA,0.58,F,5,45,5,2010
ATSEA,0.58,F,12,48,5,2010
ATSEA,0.42,M,4,43,5,2010
ATSEA,0.52,M,5,46,5,2010
ATSEA,0.34,F,4,39,5,2010
ATSEA,0.22,M,2,34,5,2010
ATSEA,0.4,M,4,42,5,2010
ATSEA,0.48,F,4,43,5,2010
ATSEA,0.22,M,2,35,5,2010
ATSEA,0.27,F,4,37,5,2010
ATSEA,0.45,F,4,43,5,2010
ATSEA,0.4,M,4,40,5,2010
ATSEA,0.44,M,4,40,5,2010
ATSEA,0.6,M,12,47,5,2010
ATSEA,0.4,F,4,40,6,2010
ATSEA,0.56,F,6,43,6,2010
ATSEA,0.53,F,5,44,6,2010
ATSEA,0.32,M,4,38,6,2010
ATSEA,0.35,M,4,38,6,2010
ATSEA,0.42,F,4,42,6,2010
ATSEA,0.4,M,4,42,6,2010
ATSEA,0.41,M,4,42,6,2010
ATSEA,0.43,F,4,42,6,2010
ATSEA,0.25,M,3,35,6,2010
ATSEA,0.44,M,5,42,6,2010
ATSEA,0.43,M,4,42,6,2010
ATSEA,0.64,F,5,46,5,2010
ATSEA,0.86,F,5,51,5,2010
ATSEA,0.91,F,5,53,5,2010
ATSEA,0.76,F,7,51,5,2010
ATSEA,0.96,F,5,51,5,2010
ATSEA,1.09,F,5,55,5,2010
ATSEA,0.83,M,9,53,5,2010
ATSEA,1.04,F,13,58,5,2010
ATSEA,0.45,F,5,43,5,2010
ATSEA,0.42,F,5,44,5,2010
